,Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),Maximum allowed speed of current road (km/h),GPS speed (km/h) [same as in RAW GPS]],class,Driver
80,102.34,84.2,40.531441,-3.426717,-0.07,0.019,0.064,0.0139999999999999,-1.554,-0.002,0.127,90.0,84.2,normal,D5
81,103.35,84.7,40.53159,-3.426921,-0.03,0.017,-0.0,0.0,-1.564,-0.003,0.143,90.0,84.7,normal,D5
82,104.39,85.3,40.531738,-3.427131,0.008,-0.003,0.019,0.012,-1.5730000000000002,-0.0139999999999999,0.158,90.0,84.7,normal,D5
83,105.34,85.2,40.531887,-3.427347,-0.038,0.003,-0.008,-0.001,-1.575,-0.01,0.174,90.0,85.2,normal,D5
84,106.34,85.8,40.532028,-3.4275620000000004,-0.051,-0.024,-0.024,-0.0139999999999999,-1.588,-0.005,0.1939999999999999,90.0,85.2,normal,D5
85,107.36,86.0,40.532162,-3.427783,-0.023,0.017,-0.019,-0.025,-1.595,-0.006,0.209,90.0,86.0,normal,D5
86,108.35,86.7,40.532288,-3.4280160000000004,-0.043,0.0069999999999999,-0.031,-0.015,-1.5930000000000002,-0.0139999999999999,0.218,90.0,86.0,normal,D5
87,109.38,86.0,40.532413,-3.4282449999999995,-0.043,-0.026,-0.031,-0.012,-1.5930000000000002,-0.006,0.2319999999999999,90.0,86.0,normal,D5
88,110.39,85.5,40.532536,-3.428478,-0.018,-0.005,0.002,-0.003,-1.591,-0.002,0.247,90.0,86.0,normal,D5
89,111.35,85.9,40.53265,-3.428717,0.026,0.0069999999999999,-0.011,0.004,-1.588,-0.005,0.263,90.0,85.9,normal,D5
90,112.35,85.8,40.532764,-3.428956,-0.002,0.002,0.027,0.02,-1.589,-0.009,0.2789999999999999,90.0,85.9,normal,D5
91,113.36,85.4,40.532864,-3.429211,-0.0069999999999999,0.019,0.0289999999999999,0.02,-1.592,-0.017,0.286,90.0,85.9,normal,D5
92,114.35,85.9,40.532974,-3.42947,-0.017,-0.01,0.011,-0.001,-1.597,-0.015,0.295,90.0,85.9,normal,D5
93,115.37,85.9,40.53307,-3.429725,-0.038,-0.0069999999999999,-0.004,0.008,-1.592,-0.006,0.305,90.0,85.9,normal,D5
94,116.35,85.7,40.533157,-3.429981,0.002,-0.005,0.011,0.009,-1.6,-0.015,0.31,90.0,85.8,normal,D5
95,117.39,85.8,40.533241,-3.430244,-0.008,0.011,0.01,-0.002,-1.594,0.0,0.313,90.0,85.8,normal,D5
96,118.35,85.8,40.533318,-3.430499,-0.011,0.005,-0.009,-0.001,-1.605,-0.012,0.316,90.0,85.8,normal,D5
97,119.34,85.9,40.533394,-3.430758,0.005,0.0,-0.0069999999999999,-0.009,-1.592,-0.005,0.321,90.0,85.8,normal,D5
98,120.35,85.9,40.533459,-3.431022,0.009,-0.023,0.049,0.015,-1.591,0.003,0.33,90.0,85.2,normal,D5
99,121.34,84.8,40.53352,-3.431283,-0.011,0.003,-0.02,-0.003,-1.597,-0.003,0.337,90.0,85.2,normal,D5
100,122.4,85.2,40.533577,-3.431553,0.009,0.0139999999999999,0.004,0.01,-1.597,-0.0139999999999999,0.336,90.0,85.2,normal,D5
101,123.36,84.2,40.533627,-3.4318190000000004,-0.044,-0.018,-0.026,-0.009,-1.599,-0.0139999999999999,0.335,90.0,85.2,normal,D5
102,124.4,86.0,40.53368,-3.4321040000000003,0.023,-0.015,0.002,-0.002,-1.604,-0.013,0.3429999999999999,90.0,85.2,normal,D5
103,125.35,85.8,40.533726,-3.432374,-0.047,-0.023,-0.0139999999999999,-0.016,-1.609,-0.006,0.347,90.0,86.3,normal,D5
104,126.34,86.3,40.533764,-3.432663,-0.016,-0.019,-0.0139999999999999,-0.01,-1.602,-0.011,0.347,90.0,86.3,normal,D5
105,127.33,86.1,40.533794,-3.432938,-0.05,-0.024,-0.034,-0.0069999999999999,-1.606,0.001,0.349,90.0,86.3,normal,D5
106,128.35,86.2,40.533821,-3.433219,-0.004,0.027,-0.01,-0.0069999999999999,-1.598,0.008,0.357,90.0,86.3,normal,D5
107,129.36,84.4,40.533836,-3.433498,0.034,0.024,-0.02,-0.009,-1.602,0.009,0.353,90.0,85.1,normal,D5
108,130.36,86.2,40.533848,-3.4337800000000005,0.035,0.011,-0.012,-0.009,-1.6030000000000002,0.006,0.347,90.0,85.1,normal,D5
109,131.38,85.8,40.533859,-3.4340550000000003,-0.039,0.004,-0.02,-0.003,-1.578,0.001,0.3339999999999999,90.0,85.1,normal,D5
110,132.35,85.1,40.533867,-3.434331,0.005,-0.011,0.03,0.012,-1.5759999999999998,-0.006,0.32,90.0,85.1,normal,D5
111,133.34,84.3,40.533878,-3.434596,0.012,-0.012,-0.003,0.012,-1.5719999999999998,0.005,0.31,90.0,85.1,normal,D5
112,134.33,84.5,40.533875,-3.434887,-0.008,0.025,0.03,0.016,-1.578,0.006,0.294,90.0,85.1,normal,D5
113,135.39,84.2,40.533878,-3.43516,0.01,0.015,-0.002,0.006,-1.594,0.008,0.273,90.0,85.1,normal,D5
114,136.34,83.9,40.533878,-3.4354339999999994,0.008,0.018,0.006,-0.006,-1.5930000000000002,0.006,0.25,90.0,85.1,normal,D5
115,137.38,83.7,40.533875,-3.43571,-0.017,0.034,-0.0,0.005,-1.584,0.01,0.226,90.0,85.1,normal,D5
116,138.4,83.4,40.533878,-3.435975,-0.042,-0.004,-0.006,0.003,-1.585,0.04,0.208,90.0,85.1,normal,D5
117,139.33,82.5,40.533878,-3.436243,-0.0279999999999999,0.024,-0.015,0.005,-1.598,0.04,0.204,90.0,85.1,normal,D5
118,140.34,82.5,40.533871000000005,-3.436509,-0.04,0.001,0.005,0.005,-1.5930000000000002,0.034,0.193,90.0,85.1,normal,D5
119,141.37,82.9,40.533875,-3.436784,-0.051,-0.0139999999999999,0.019,0.01,-1.606,0.023,0.183,-1.0,88.2,normal,D5
120,142.33,83.3,40.533875,-3.4370550000000004,-0.033,-0.027,0.013,0.004,-1.606,0.009,0.1689999999999999,-1.0,88.2,normal,D5
121,143.39,84.1,40.533875,-3.437333,0.018,-0.017,0.005,0.006,-1.614,0.005,0.156,-1.0,88.2,normal,D5
122,144.34,84.9,40.533878,-3.437612,-0.021,-0.018,0.012,-0.004,-1.615,0.008,0.146,-1.0,88.2,normal,D5
123,145.36,84.9,40.533882,-3.437882,0.022,-0.019,0.011,0.015,-1.6130000000000002,0.016,0.142,-1.0,88.2,normal,D5
124,146.34,85.2,40.533867,-3.438163,-0.0279999999999999,0.012,0.012,0.013,-1.61,0.027,0.14,-1.0,88.2,normal,D5
125,147.39,86.4,40.533863,-3.438447,-0.033,0.013,0.004,-0.001,-1.616,0.018,0.134,-1.0,88.2,normal,D5
126,148.37,87.6,40.533855,-3.438731,-0.055,-0.0139999999999999,-0.006,-0.006,-1.615,0.013,0.125,-1.0,88.2,normal,D5
127,149.35,88.2,40.533852,-3.439019,-0.003,-0.017,0.008,0.017,-1.598,0.012,0.122,-1.0,88.2,normal,D5
128,150.41,89.2,40.533852,-3.439317,0.033,-0.024,0.027,-0.002,-1.6,0.021,0.125,90.0,89.7,normal,D5
129,151.34,89.7,40.533855,-3.4396190000000004,0.0289999999999999,0.022,-0.01,-0.01,-1.612,0.0289999999999999,0.126,90.0,89.7,normal,D5
130,152.37,90.0,40.533840000000005,-3.439915,-0.027,0.008,-0.0139999999999999,-0.018,-1.605,0.015,0.121,90.0,91.8,normal,D5
131,153.34,91.8,40.533840000000005,-3.440215,0.017,-0.008,0.02,0.011,-1.599,0.016,0.115,90.0,91.8,normal,D5
132,154.36,92.9,40.533840000000005,-3.4405080000000003,0.01,-0.006,-0.0,0.001,-1.594,0.015,0.115,90.0,91.8,normal,D5
133,155.38,94.1,40.533829,-3.440814,-0.032,0.0139999999999999,0.054,0.021,-1.6,0.02,0.111,90.0,94.1,normal,D5
134,156.36,96.3,40.533825,-3.441133,-0.031,0.001,0.011,0.008,-1.59,0.02,0.11,90.0,94.1,normal,D5
135,157.34,97.6,40.533821,-3.4414519999999995,-0.018,0.008,0.031,0.003,-1.587,0.009,0.106,90.0,99.6,normal,D5
136,158.34,99.6,40.533825,-3.441782,0.071,-0.003,-0.035,-0.019,-1.581,0.021,0.105,90.0,99.6,normal,D5
137,159.34,98.7,40.533829,-3.44211,-0.002,-0.015,-0.032,-0.034,-1.5319999999999998,0.018,0.106,90.0,98.7,normal,D5
138,160.34,97.1,40.533821,-3.4424360000000003,-0.043,0.039,-0.016,-0.0139999999999999,-1.503,0.021,0.103,90.0,98.7,normal,D5
139,161.33,95.4,40.533817,-3.442743,-0.035,-0.016,0.0069999999999999,0.01,-1.4980000000000002,0.011,0.095,90.0,97.1,normal,D5
140,162.34,94.7,40.533813,-3.443058,-0.012,0.005,-0.002,-0.01,-1.506,0.021,0.093,90.0,94.7,normal,D5
141,163.34,94.0,40.533806,-3.443367,-0.009,0.018,-0.013,-0.015,-1.506,0.0279999999999999,0.094,90.0,94.0,normal,D5
142,164.37,93.2,40.533802,-3.443679,-0.043,0.026,-0.027,-0.016,-1.514,0.026,0.093,90.0,93.2,normal,D5
143,165.36,92.4,40.533806,-3.4439839999999995,-0.033,-0.003,0.019,0.015,-1.516,0.008,0.091,90.0,92.4,normal,D5
144,166.35,92.0,40.533806,-3.444283,-0.017,0.006,-0.001,-0.011,-1.527,0.022,0.09,90.0,92.4,normal,D5
145,167.4,91.1,40.533802,-3.444573,0.004,-0.002,-0.005,-0.005,-1.525,0.018,0.09,90.0,91.1,normal,D5
146,168.35,91.6,40.533798,-3.44487,-0.036,0.015,-0.0069999999999999,-0.0069999999999999,-1.528,0.025,0.092,90.0,91.1,normal,D5
147,169.41,91.3,40.533791,-3.4451660000000004,-0.013,-0.002,-0.004,0.001,-1.533,0.017,0.095,90.0,91.2,normal,D5
148,170.35,91.2,40.533791,-3.4454580000000004,-0.03,-0.0069999999999999,0.0069999999999999,0.004,-1.526,0.023,0.095,90.0,91.2,normal,D5
149,171.38,90.9,40.533794,-3.445761,-0.008,0.001,-0.004,0.001,-1.53,0.013,0.093,90.0,91.2,normal,D5
150,172.42,91.5,40.533794,-3.4460610000000003,-0.009,0.021,0.03,0.025,-1.535,0.0069999999999999,0.086,90.0,90.9,normal,D5
151,173.39,90.5,40.533794,-3.4463470000000003,-0.026,0.013,-0.019,-0.012,-1.53,0.015,0.0819999999999999,90.0,90.5,normal,D5
152,174.35,90.5,40.533806,-3.446629,-0.021,-0.006,0.016,0.004,-1.526,0.019,0.081,90.0,90.5,normal,D5
153,175.35,90.3,40.533791,-3.446925,-0.012,0.018,0.021,0.017,-1.528,0.031,0.086,90.0,90.3,normal,D5
154,176.35,91.0,40.533791,-3.447223,-0.008,0.002,-0.001,0.002,-1.537,0.022,0.087,90.0,91.2,normal,D5
155,177.36,91.2,40.533791,-3.447524,-0.012,0.03,-0.005,0.006,-1.5419999999999998,0.0279999999999999,0.088,90.0,91.2,normal,D5
156,178.37,92.0,40.533787,-3.447833,-0.006,0.0139999999999999,0.022,0.0069999999999999,-1.543,0.031,0.087,90.0,92.0,normal,D5
157,179.35,91.5,40.533779,-3.448135,0.004,0.01,-0.001,0.006,-1.534,0.016,0.078,90.0,92.0,normal,D5
158,180.35,91.9,40.533775,-3.448437,-0.005,-0.011,0.006,0.002,-1.536,0.01,0.071,90.0,92.0,normal,D5
159,181.33,91.8,40.533775,-3.4487400000000004,0.002,-0.0069999999999999,-0.009,0.002,-1.537,0.005,0.068,90.0,92.0,normal,D5
160,182.35,92.7,40.533772,-3.4490480000000003,-0.06,-0.005,-0.006,-0.006,-1.5419999999999998,0.024,0.072,90.0,94.2,normal,D5
161,183.38,93.5,40.533764,-3.44935,-0.016,0.016,-0.009,-0.001,-1.548,0.018,0.076,90.0,94.2,normal,D5
162,184.41,94.0,40.533752,-3.4496480000000003,-0.021,-0.006,0.002,-0.001,-1.539,0.016,0.074,90.0,94.2,normal,D5
163,185.43,94.2,40.533749,-3.44996,0.001,0.026,0.024,0.016,-1.537,0.012,0.07,90.0,94.2,normal,D5
164,186.33,94.4,40.533752,-3.450272,0.01,-0.001,0.039,0.009,-1.534,0.01,0.069,90.0,94.4,normal,D5
165,187.36,94.1,40.533752,-3.4505800000000004,-0.011,-0.044,-0.027,-0.02,-1.5119999999999998,0.008,0.065,90.0,94.4,normal,D5
166,188.34,91.6,40.533752,-3.4508870000000003,-0.037,0.002,-0.027,-0.018,-1.503,0.023,0.069,90.0,91.6,normal,D5
167,189.36,91.9,40.533768,-3.451192,-0.0139999999999999,0.017,-0.008,-0.009,-1.5019999999999998,0.025,0.069,90.0,91.6,normal,D5
168,190.36,90.8,40.533752,-3.451488,-0.03,0.025,-0.004,-0.002,-1.5019999999999998,0.015,0.066,90.0,90.8,normal,D5
169,191.36,89.7,40.533756,-3.451793,-0.037,0.002,0.009,0.002,-1.505,0.0139999999999999,0.068,90.0,90.8,normal,D5
170,192.33,88.9,40.533764,-3.45209,-0.004,0.03,0.012,0.001,-1.507,0.013,0.064,90.0,88.9,normal,D5
171,193.33,88.4,40.53376,-3.452383,-0.022,-0.023,-0.001,0.0139999999999999,-1.5,0.0139999999999999,0.06,90.0,88.9,normal,D5
172,194.34,88.1,40.53376,-3.452681,-0.021,0.009,0.011,0.0069999999999999,-1.51,0.018,0.057,90.0,88.1,normal,D5
173,195.41,86.6,40.533752,-3.452972,-0.019,-0.005,0.019,0.01,-1.515,0.023,0.055,90.0,86.6,normal,D5
174,196.34,86.8,40.533749,-3.453259,0.02,0.0,0.016,0.011,-1.516,0.0139999999999999,0.0559999999999999,90.0,86.6,normal,D5
175,197.34,86.2,40.533749,-3.4535440000000004,-0.025,-0.0,-0.009,0.0,-1.515,0.022,0.055,90.0,86.2,normal,D5
176,198.35,86.0,40.533737,-3.453817,-0.011,-0.015,0.0289999999999999,0.0139999999999999,-1.515,0.03,0.059,90.0,86.2,normal,D5
177,199.41,86.1,40.53373,-3.454102,-0.0279999999999999,0.011,-0.024,-0.0139999999999999,-1.536,0.0279999999999999,0.062,90.0,86.1,normal,D5
178,200.36,86.6,40.533726,-3.4543800000000005,-0.08,0.004,-0.024,-0.0139999999999999,-1.537,0.023,0.062,90.0,86.1,normal,D5
179,201.33,86.5,40.533726,-3.454671,-0.024,-0.009,-0.0069999999999999,0.006,-1.54,0.009,0.0559999999999999,90.0,86.5,normal,D5
180,202.34,85.6,40.533718,-3.454947,-0.033,0.03,-0.0069999999999999,-0.006,-1.54,0.0139999999999999,0.052,90.0,86.5,normal,D5
181,203.34,86.7,40.533722,-3.455235,-0.089,-0.023,-0.012,-0.027,-1.518,0.021,0.052,90.0,86.7,normal,D5
182,204.34,85.9,40.533722,-3.455521,-0.003,-0.012,0.003,-0.006,-1.517,0.018,0.054,90.0,86.7,normal,D5
183,205.34,85.5,40.533714,-3.455801,0.01,-0.009,-0.022,-0.0139999999999999,-1.501,0.01,0.051,90.0,86.7,normal,D5
184,206.35,83.5,40.53371,-3.456083,-0.016,0.031,0.023,0.0069999999999999,-1.505,0.01,0.046,90.0,82.3,normal,D5
185,207.33,82.3,40.533714,-3.4563589999999995,-0.022,-0.0069999999999999,0.005,0.003,-1.511,0.004,0.039,90.0,82.3,normal,D5
186,208.38,81.9,40.533714,-3.4566230000000004,-0.034,-0.027,0.008,0.013,-1.519,0.021,0.043,90.0,81.9,normal,D5
187,209.34,81.8,40.53371,-3.456893,-0.003,0.009,0.013,0.023,-1.541,0.0289999999999999,0.048,90.0,81.9,normal,D5
188,210.35,82.3,40.533707,-3.4571650000000003,-0.011,-0.001,0.042,0.018,-1.543,0.023,0.051,90.0,82.3,normal,D5
189,211.36,82.9,40.533707,-3.4574290000000003,-0.002,0.012,-0.006,-0.002,-1.56,0.012,0.051,90.0,82.3,normal,D5
190,212.37,83.7,40.533707,-3.457699,0.0069999999999999,0.017,0.004,0.008,-1.568,0.002,0.044,90.0,83.7,normal,D5
