,Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),Maximum allowed speed of current road (km/h),GPS speed (km/h) [same as in RAW GPS]],class,Driver
32,53.48,89.7,40.523636,-3.414681,-0.0,-0.004,0.065,0.026,-1.577,0.005,0.246,90.0,89.9,normal,D4
33,54.51,89.9,40.523785,-3.414909,0.065,0.011,-0.004,0.031,-1.577,0.021,0.273,90.0,89.9,normal,D4
34,55.55,90.3,40.523918,-3.415156,0.033,-0.033,0.036,0.027,-1.577,0.022,0.295,90.0,90.3,normal,D4
35,56.59,91.9,40.524178000000006,-3.415664,0.002,0.006,0.008,0.006,-1.5759999999999998,0.017,0.313,90.0,91.9,normal,D4
36,57.5,91.9,40.524178000000006,-3.415664,-0.004,0.004,0.01,0.016,-1.5830000000000002,0.025,0.332,90.0,91.9,normal,D4
37,58.49,92.1,40.524303,-3.415932,-0.057,0.01,-0.021,-0.003,-1.575,0.024,0.348,90.0,92.1,normal,D4
38,59.57,93.0,40.524429,-3.416215,-0.024,-0.008,0.01,0.001,-1.5730000000000002,0.018,0.359,100.0,93.0,normal,D4
39,60.48,93.4,40.52454,-3.416472,0.079,-0.006,-0.036,-0.027,-1.5659999999999998,0.024,0.373,100.0,95.5,normal,D4
40,61.5,95.5,40.524639,-3.416746,0.081,-0.0289999999999999,-0.0279999999999999,-0.023,-1.547,0.036,0.392,100.0,95.5,normal,D4
41,62.52,93.5,40.524734,-3.417025,0.043,0.023,-0.0,0.003,-1.523,0.03,0.397,100.0,93.1,normal,D4
42,63.49,93.1,40.524815,-3.417304,-0.177,-0.021,0.033,0.017,-1.5319999999999998,0.018,0.3879999999999999,100.0,93.1,normal,D4
43,64.5,94.3,40.524887,-3.417592,-0.094,0.02,-0.003,0.002,-1.548,0.016,0.381,100.0,94.3,normal,D4
44,65.49,97.1,40.524963,-3.417886,-0.0069999999999999,0.02,-0.001,-0.015,-1.541,0.015,0.363,100.0,96.3,normal,D4
45,66.49,96.3,40.52504,-3.41819,-0.018,-0.008,0.008,0.017,-1.551,0.0279999999999999,0.344,100.0,96.3,normal,D4
46,67.49,96.5,40.525105,-3.4184910000000004,0.001,0.027,-0.01,-0.018,-1.537,0.0139999999999999,0.307,80.0,96.5,normal,D4
47,68.5,97.6,40.525166,-3.418785,-0.039,-0.003,-0.044,-0.031,-1.518,0.022,0.2789999999999999,80.0,96.5,normal,D4
48,69.5,96.5,40.525242,-3.419089,0.03,0.022,0.0069999999999999,-0.012,-1.5019999999999998,0.031,0.244,80.0,96.5,normal,D4
49,70.54,94.7,40.525318,-3.419397,-0.018,0.0279999999999999,-0.0139999999999999,-0.018,-1.495,0.011,0.19,80.0,94.7,normal,D4
50,71.5,93.0,40.525387,-3.419682,-0.046,0.013,-0.009,-0.016,-1.496,0.001,0.138,80.0,93.6,normal,D4
51,72.5,93.6,40.525459000000005,-3.419973,0.006,-0.008,-0.009,-0.012,-1.5,-0.008,0.079,80.0,93.6,normal,D4
52,73.51,90.8,40.525543,-3.420257,0.002,-0.04,0.005,-0.013,-1.499,-0.033,0.018,80.0,90.8,normal,D4
53,74.56,89.1,40.525631,-3.420519,-0.0069999999999999,-0.06,-0.011,-0.002,-1.494,0.012,-0.008,80.0,89.1,normal,D4
54,75.49,87.6,40.525719,-3.420784,0.015,0.012,-0.0289999999999999,-0.025,-1.495,-0.002,-0.045,80.0,89.1,normal,D4
55,76.49,88.0,40.525814,-3.421036,-0.017,0.0139999999999999,0.023,0.02,-1.509,-0.031,-0.09,80.0,86.1,normal,D4
56,77.52,86.1,40.525921,-3.421279,0.0559999999999999,-0.016,0.02,0.021,-1.523,-0.048,-0.149,80.0,86.1,normal,D4
57,78.5,86.3,40.526024,-3.421522,-0.013,0.001,0.005,-0.011,-1.528,-0.0559999999999999,-0.201,100.0,86.4,normal,D4
58,79.58,86.0,40.526302,-3.4219980000000003,0.013,0.009,-0.017,-0.006,-1.53,-0.042,-0.237,100.0,86.4,normal,D4
59,80.48,86.0,40.526302,-3.4219980000000003,-0.049,-0.0409999999999999,-0.0,-0.004,-1.539,-0.039,-0.273,90.0,85.7,normal,D4
60,81.58,85.6,40.526573,-3.422426,-0.045,-0.0139999999999999,-0.0139999999999999,-0.01,-1.54,-0.033,-0.307,90.0,85.7,normal,D4
61,82.51,85.6,40.526573,-3.422426,-0.042,-0.017,0.0139999999999999,0.011,-1.539,-0.025,-0.336,90.0,85.6,normal,D4
62,83.5,85.8,40.526718,-3.422643,-0.026,-0.001,-0.016,-0.003,-1.541,-0.031,-0.367,90.0,85.6,normal,D4
63,84.5,86.2,40.526871,-3.422845,-0.022,-0.0289999999999999,-0.016,-0.017,-1.546,-0.03,-0.3939999999999999,90.0,86.2,normal,D4
64,85.5,87.3,40.527035,-3.4230370000000003,0.017,-0.008,0.011,0.006,-1.544,-0.033,-0.421,90.0,86.9,normal,D4
65,86.51,86.9,40.527203,-3.423213,0.022,0.002,0.0139999999999999,-0.006,-1.543,-0.033,-0.4479999999999999,90.0,86.9,normal,D4
66,87.5,87.3,40.527374,-3.423369,0.06,-0.022,-0.02,-0.011,-1.539,-0.036,-0.469,90.0,87.3,normal,D4
67,88.5,87.6,40.527569,-3.4235269999999995,-0.049,-0.006,-0.013,-0.0069999999999999,-1.53,-0.0289999999999999,-0.483,90.0,87.3,normal,D4
68,89.5,87.7,40.527756,-3.423677,-0.027,-0.03,-0.011,-0.021,-1.52,-0.036,-0.493,90.0,88.2,normal,D4
69,90.5,88.2,40.527946,-3.4238160000000004,0.002,-0.0409999999999999,0.013,0.02,-1.535,-0.018,-0.486,90.0,88.2,normal,D4
70,91.5,87.6,40.528145,-3.423953,-0.005,-0.05,0.027,0.0139999999999999,-1.54,-0.0139999999999999,-0.472,90.0,87.6,normal,D4
71,92.5,89.9,40.528339,-3.424087,-0.025,-0.008,0.027,0.0279999999999999,-1.557,-0.012,-0.456,90.0,87.6,normal,D4
72,93.52,90.0,40.528542,-3.4242230000000005,0.008,-0.031,0.03,0.033,-1.57,-0.025,-0.436,90.0,91.5,normal,D4
73,94.55,91.5,40.528751,-3.424351,-0.027,-0.031,-0.018,-0.0,-1.56,-0.017,-0.408,90.0,91.5,normal,D4
74,95.5,92.8,40.52895,-3.424484,0.006,-0.018,-0.001,-0.0139999999999999,-1.531,-0.011,-0.381,90.0,92.8,normal,D4
75,96.51,92.9,40.529167,-3.424628,0.109,-0.005,-0.03,-0.003,-1.5219999999999998,-0.0069999999999999,-0.342,90.0,92.9,normal,D4
76,97.51,91.4,40.529362,-3.4247650000000003,-0.067,-0.0139999999999999,-0.07,-0.042,-1.497,0.005,-0.304,90.0,91.4,normal,D4
77,98.49,89.5,40.52956,-3.424899,-0.0559999999999999,0.026,-0.015,-0.019,-1.496,0.01,-0.266,90.0,91.2,normal,D4
78,99.49,91.2,40.529758,-3.425044,0.048,-0.023,0.021,-0.002,-1.495,0.015,-0.231,90.0,91.2,normal,D4
79,100.49,86.7,40.529945,-3.425193,-0.048,-0.048,0.0069999999999999,-0.008,-1.481,0.042,-0.184,90.0,85.9,normal,D4
80,101.51,85.9,40.530128000000005,-3.425339,0.018,0.063,0.066,0.064,-1.506,0.02,-0.147,90.0,85.9,normal,D4
81,102.52,86.5,40.530312,-3.425496,0.021,0.018,0.032,0.021,-1.543,0.009,-0.1159999999999999,90.0,86.2,normal,D4
82,103.53,86.2,40.530483,-3.42566,-0.05,0.008,-0.042,-0.016,-1.543,0.013,-0.075,90.0,86.2,normal,D4
83,104.49,87.3,40.530655,-3.425821,0.001,0.02,-0.04,-0.046,-1.523,0.016,-0.037,90.0,87.3,normal,D4
84,105.54,86.8,40.530823,-3.425985,-0.052,0.022,-0.025,-0.013,-1.501,0.006,-0.009,90.0,85.3,normal,D4
85,106.52,85.3,40.530991,-3.42616,-0.042,-0.004,0.0279999999999999,0.012,-1.505,0.0,0.016,90.0,85.3,normal,D4
86,107.6,84.0,40.5313,-3.426524,-0.033,0.0139999999999999,0.042,0.051,-1.544,0.002,0.039,90.0,83.3,normal,D4
87,108.59,85.6,40.531452,-3.426721,-0.027,0.016,0.0139999999999999,0.016,-1.556,0.0069999999999999,0.061,90.0,84.0,normal,D4
88,109.52,85.6,40.531452,-3.426721,-0.036,0.024,-0.023,-0.011,-1.5530000000000002,0.016,0.081,90.0,85.6,normal,D4
89,110.5,85.5,40.531597,-3.4269260000000004,-0.034,0.017,0.03,0.012,-1.545,-0.0069999999999999,0.093,90.0,85.5,normal,D4
90,111.48,86.2,40.53175,-3.4271230000000004,-0.036,0.006,0.025,0.005,-1.557,0.0,0.109,90.0,86.2,normal,D4
91,112.48,84.7,40.531887,-3.4273260000000003,0.003,0.009,-0.002,0.0069999999999999,-1.5659999999999998,0.006,0.127,90.0,84.7,normal,D4
92,113.48,85.0,40.532024,-3.427537,-0.038,0.009,-0.005,-0.005,-1.5759999999999998,0.001,0.142,90.0,85.0,normal,D4
93,114.48,84.9,40.532154,-3.427756,-0.018,-0.016,0.048,0.032,-1.574,-0.003,0.152,90.0,84.9,normal,D4
94,115.48,84.4,40.532284,-3.42798,0.026,0.004,0.018,0.01,-1.5759999999999998,-0.005,0.163,90.0,84.9,normal,D4
95,116.51,85.3,40.53241,-3.428208,-0.024,0.016,-0.015,-0.006,-1.587,-0.001,0.176,90.0,85.3,normal,D4
96,117.51,84.8,40.532536,-3.42844,0.002,-0.003,0.019,0.0139999999999999,-1.587,-0.008,0.186,90.0,83.9,normal,D4
97,118.5,83.9,40.53265,-3.428666,-0.044,-0.018,0.0139999999999999,0.011,-1.584,-0.003,0.1969999999999999,90.0,83.9,normal,D4
98,119.57,83.4,40.532856,-3.429135,-0.031,-0.004,-0.0069999999999999,-0.0069999999999999,-1.591,-0.0139999999999999,0.203,90.0,83.4,normal,D4
99,120.5,83.4,40.532856,-3.429135,-0.006,-0.0,0.006,0.005,-1.592,0.002,0.218,90.0,84.0,normal,D4
100,121.52,84.0,40.532955,-3.4293720000000003,0.013,0.002,0.005,0.009,-1.595,0.005,0.23,90.0,84.0,normal,D4
101,122.52,82.8,40.533051,-3.42962,-0.002,0.034,-0.031,-0.001,-1.598,0.003,0.2339999999999999,90.0,82.3,normal,D4
102,123.53,83.0,40.533138,-3.429871,-0.009,0.005,0.005,0.0,-1.597,-0.001,0.241,90.0,82.3,normal,D4
103,124.49,82.3,40.533222,-3.430131,-0.0279999999999999,-0.006,-0.021,-0.026,-1.588,-0.006,0.246,90.0,82.3,normal,D4
104,125.49,81.6,40.533295,-3.4303800000000004,-0.046,0.019,-0.017,0.003,-1.595,-0.0139999999999999,0.247,90.0,81.6,normal,D4
105,126.48,81.0,40.533367,-3.430636,0.02,-0.0289999999999999,-0.018,-0.003,-1.596,-0.006,0.252,90.0,81.6,normal,D4
106,127.49,80.4,40.533436,-3.430887,-0.017,-0.0069999999999999,0.016,0.005,-1.599,-0.003,0.257,90.0,80.1,normal,D4
107,128.48,80.1,40.533489,-3.431133,-0.0409999999999999,0.02,-0.003,-0.009,-1.594,-0.005,0.259,90.0,80.1,normal,D4
108,129.5,80.1,40.533546,-3.431369,-0.023,0.022,0.001,-0.001,-1.599,-0.013,0.257,90.0,80.1,normal,D4
109,130.5,80.2,40.533611,-3.431632,0.021,-0.002,-0.003,0.0139999999999999,-1.602,-0.013,0.255,90.0,80.1,normal,D4
110,131.51,78.5,40.533661,-3.431886,-0.005,0.021,-0.019,-0.003,-1.602,-0.015,0.259,90.0,80.1,normal,D4
111,132.49,80.1,40.533703,-3.4321370000000004,0.039,0.008,-0.0,-0.001,-1.6030000000000002,-0.004,0.263,90.0,80.1,normal,D4
112,133.5,79.1,40.533741,-3.432393,-0.0289999999999999,0.001,0.013,0.005,-1.597,-0.004,0.262,90.0,78.7,normal,D4
113,134.5,78.7,40.533768,-3.432647,0.032,0.001,-0.013,-0.005,-1.594,0.002,0.262,90.0,78.7,normal,D4
114,135.53,79.5,40.533794,-3.4329089999999995,0.0579999999999999,0.011,0.006,-0.006,-1.597,-0.012,0.261,90.0,78.7,normal,D4
115,136.49,79.2,40.533825,-3.4331730000000005,0.019,0.024,-0.039,-0.009,-1.601,-0.015,0.255,90.0,78.7,normal,D4
116,137.5,78.8,40.533840000000005,-3.4334300000000004,-0.061,-0.0289999999999999,0.0,0.002,-1.596,-0.005,0.25,90.0,78.7,normal,D4
117,138.5,78.6,40.533855,-3.4336900000000004,-0.073,-0.0,0.003,-0.005,-1.6,0.001,0.249,90.0,78.6,normal,D4
118,139.5,78.6,40.533867,-3.4339480000000004,0.018,0.005,0.026,-0.002,-1.597,0.006,0.244,90.0,78.6,normal,D4
119,140.5,76.9,40.533867,-3.4341980000000003,0.0069999999999999,0.017,0.002,0.005,-1.598,0.002,0.235,90.0,78.6,normal,D4
120,141.5,78.6,40.533875,-3.434453,0.0289999999999999,0.001,0.008,-0.0,-1.6,0.002,0.221,90.0,78.6,normal,D4
121,142.55,78.5,40.533878,-3.434705,-0.008,0.012,0.0,-0.006,-1.604,-0.004,0.204,90.0,78.6,normal,D4
122,143.49,78.6,40.533878,-3.43496,-0.022,-0.002,-0.013,-0.005,-1.607,-0.0,0.188,90.0,78.2,normal,D4
123,144.53,78.2,40.533886,-3.435223,-0.015,-0.016,-0.003,-0.003,-1.601,0.009,0.171,90.0,78.2,normal,D4
124,145.58,77.5,40.53389,-3.435749,0.02,0.019,0.003,-0.002,-1.5930000000000002,0.009,0.152,90.0,77.5,normal,D4
125,146.5,77.5,40.53389,-3.435749,-0.017,-0.012,-0.008,-0.0069999999999999,-1.594,0.024,0.147,90.0,77.5,normal,D4
126,147.56,78.0,40.533886,-3.435999,-0.0559999999999999,-0.006,-0.01,0.006,-1.595,0.023,0.132,90.0,77.5,normal,D4
127,148.58,77.5,40.533878,-3.4365080000000003,0.02,0.01,0.0139999999999999,0.01,-1.598,0.02,0.118,90.0,77.5,normal,D4
128,149.51,77.5,40.533878,-3.4365080000000003,0.02,-0.009,0.015,0.002,-1.599,0.017,0.104,90.0,77.5,normal,D4
129,150.5,75.9,40.533882,-3.43677,0.001,0.0069999999999999,0.001,0.003,-1.604,0.012,0.092,90.0,77.5,normal,D4
130,151.5,77.8,40.533875,-3.4370160000000003,-0.0279999999999999,-0.034,-0.011,-0.013,-1.601,0.023,0.084,90.0,77.5,normal,D4
131,152.5,78.3,40.533878,-3.43726,0.013,-0.012,0.012,-0.004,-1.609,0.018,0.073,90.0,77.5,normal,D4
132,153.5,78.0,40.533882,-3.437517,-0.0139999999999999,-0.011,-0.011,-0.003,-1.61,0.026,0.067,90.0,77.5,normal,D4
133,154.52,78.8,40.533878,-3.437774,0.01,-0.006,0.003,-0.006,-1.606,0.0279999999999999,0.066,90.0,81.2,normal,D4
134,155.51,78.5,40.533878,-3.4380370000000005,0.001,0.004,0.015,0.005,-1.604,0.016,0.057,90.0,81.2,normal,D4
135,156.52,78.4,40.533878,-3.438289,-0.047,-0.0139999999999999,0.003,-0.006,-1.601,0.015,0.05,90.0,81.2,normal,D4
136,157.53,77.6,40.533878,-3.438546,0.0,0.0069999999999999,0.013,0.005,-1.6,0.021,0.048,90.0,81.2,normal,D4
137,158.49,78.0,40.533875,-3.438801,0.0289999999999999,-0.001,-0.011,0.0069999999999999,-1.598,0.019,0.048,90.0,81.2,normal,D4
138,159.5,79.3,40.533875,-3.439059,-0.003,0.0,-0.01,-0.005,-1.604,0.006,0.039,90.0,81.2,normal,D4
139,160.56,81.2,40.533867,-3.43959,-0.0279999999999999,-0.0409999999999999,-0.003,0.003,-1.605,0.017,0.037,90.0,81.2,normal,D4
140,161.51,81.2,40.533867,-3.43959,0.02,0.0,0.0069999999999999,0.006,-1.602,0.018,0.037,90.0,81.2,normal,D4
141,162.51,81.3,40.533875,-3.439853,0.0139999999999999,-0.008,-0.019,0.01,-1.594,0.025,0.038,90.0,81.3,normal,D4
142,163.56,82.1,40.533875,-3.440131,-0.027,-0.008,-0.006,-0.002,-1.6,0.023,0.038,90.0,83.6,normal,D4
143,164.51,83.6,40.533878,-3.440405,-0.01,-0.018,0.021,0.012,-1.595,0.021,0.036,90.0,83.6,normal,D4
144,165.58,85.0,40.533886,-3.440968,-0.044,0.024,0.033,0.017,-1.588,0.0279999999999999,0.036,90.0,87.2,normal,D4
145,166.55,85.0,40.533886,-3.440968,-0.022,0.0069999999999999,-0.018,-0.016,-1.581,0.017,0.032,90.0,87.2,normal,D4
146,167.5,87.2,40.533871000000005,-3.441246,-0.026,-0.003,-0.026,-0.033,-1.558,0.025,0.033,90.0,87.5,normal,D4
147,168.5,87.5,40.533867,-3.441529,0.006,0.009,-0.0409999999999999,-0.047,-1.529,0.026,0.034,90.0,87.5,normal,D4
148,169.52,86.1,40.533867,-3.441814,0.004,-0.002,0.0279999999999999,0.038,-1.548,0.025,0.037,90.0,86.1,normal,D4
149,170.5,85.8,40.533859,-3.442093,-0.051,-0.0069999999999999,0.002,-0.004,-1.543,0.032,0.0409999999999999,90.0,85.8,normal,D4
150,171.54,85.6,40.533859,-3.442381,0.0069999999999999,-0.049,-0.03,-0.045,-1.525,0.0279999999999999,0.0409999999999999,90.0,86.3,normal,D4
151,172.52,86.3,40.533855,-3.442681,0.002,0.002,-0.035,-0.019,-1.508,0.022,0.042,90.0,86.3,normal,D4
152,173.54,84.9,40.533852,-3.44296,-0.015,0.004,0.025,-0.001,-1.4980000000000002,0.024,0.043,90.0,86.3,normal,D4
153,174.48,84.7,40.533844,-3.443235,0.005,0.015,0.0069999999999999,0.021,-1.518,0.016,0.04,90.0,86.3,normal,D4
154,175.49,82.7,40.533852,-3.443508,-0.004,-0.023,-0.0,0.009,-1.55,0.018,0.039,90.0,86.3,normal,D4
155,176.49,83.0,40.533840000000005,-3.443773,-0.043,-0.01,-0.009,-0.009,-1.556,0.026,0.042,90.0,86.3,normal,D4
156,177.49,83.7,40.533844,-3.444038,0.009,0.021,-0.013,-0.011,-1.557,0.024,0.04,90.0,86.3,normal,D4
157,178.51,83.6,40.533836,-3.4443080000000004,0.01,-0.013,-0.01,-0.0139999999999999,-1.547,0.025,0.037,90.0,87.9,normal,D4
158,179.49,83.8,40.533833,-3.444586,-0.022,0.012,-0.019,-0.026,-1.539,0.024,0.037,90.0,87.9,normal,D4
159,180.52,85.3,40.533825,-3.444865,0.02,0.018,-0.017,-0.017,-1.535,0.017,0.033,90.0,87.9,normal,D4
160,181.49,84.7,40.533833,-3.445152,0.033,-0.01,0.024,0.034,-1.548,0.013,0.0279999999999999,90.0,87.9,normal,D4
161,182.56,85.9,40.533833,-3.445435,-0.001,-0.005,-0.022,-0.008,-1.548,0.022,0.031,90.0,87.9,normal,D4
162,183.51,85.9,40.533836,-3.4457160000000004,0.035,-0.003,0.038,0.047,-1.551,0.022,0.033,90.0,87.9,normal,D4
163,184.51,86.1,40.533840000000005,-3.446,-0.026,-0.012,-0.018,-0.0069999999999999,-1.57,0.021,0.037,90.0,87.9,normal,D4
164,185.51,87.9,40.533836,-3.446286,0.006,-0.018,-0.004,-0.002,-1.584,0.023,0.04,90.0,87.9,normal,D4
165,186.49,89.7,40.533840000000005,-3.446562,-0.0069999999999999,-0.001,-0.04,-0.022,-1.5719999999999998,0.023,0.0409999999999999,90.0,89.7,normal,D4
166,187.5,90.6,40.533836,-3.446858,0.005,-0.01,-0.043,-0.0409999999999999,-1.536,0.018,0.039,90.0,90.6,normal,D4
167,188.5,90.5,40.533833,-3.4471580000000004,0.016,0.008,-0.013,-0.02,-1.518,0.024,0.039,90.0,90.5,normal,D4
168,189.6,87.8,40.533817,-3.447744,-0.06,-0.0289999999999999,-0.006,-0.021,-1.509,0.025,0.0409999999999999,90.0,89.1,normal,D4
169,190.49,87.8,40.533817,-3.447744,0.015,0.02,0.001,0.004,-1.505,0.024,0.044,90.0,89.1,normal,D4
170,191.57,87.3,40.533821,-3.448029,-0.085,-0.002,-0.035,-0.015,-1.5,0.022,0.043,90.0,86.1,normal,D4
171,192.5,86.1,40.533821,-3.448319,0.011,0.013,0.04,0.031,-1.518,0.017,0.042,90.0,86.1,normal,D4
172,193.58,86.8,40.533825,-3.44889,-0.0559999999999999,-0.0139999999999999,0.025,0.033,-1.54,0.015,0.038,90.0,86.8,normal,D4
173,194.5,86.8,40.533825,-3.44889,0.013,-0.024,-0.002,0.008,-1.551,0.024,0.042,90.0,86.8,normal,D4
174,195.5,88.4,40.533825,-3.44918,-0.026,0.011,-0.009,-0.016,-1.546,0.013,0.043,90.0,87.9,normal,D4
175,196.49,87.9,40.533825,-3.449461,-0.066,0.009,-0.004,-0.022,-1.546,0.023,0.042,90.0,87.9,normal,D4
176,197.5,87.4,40.533821,-3.4497440000000004,-0.0139999999999999,-0.033,-0.043,-0.0289999999999999,-1.528,0.012,0.039,90.0,87.4,normal,D4
177,198.5,88.4,40.533829,-3.450051,0.009,-0.001,0.015,0.026,-1.536,0.02,0.042,90.0,87.4,normal,D4
178,199.5,87.5,40.533825,-3.4503410000000003,-0.009,0.004,-0.002,-0.002,-1.5419999999999998,0.031,0.045,90.0,87.5,normal,D4
179,200.5,87.6,40.533817,-3.450639,-0.0279999999999999,0.001,0.006,0.0279999999999999,-1.56,0.022,0.045,90.0,87.5,normal,D4
180,201.5,88.5,40.533817,-3.450921,-0.074,-0.013,-0.049,-0.026,-1.5659999999999998,0.019,0.045,90.0,90.0,normal,D4
181,202.52,90.0,40.533806,-3.4512120000000004,0.031,-0.0139999999999999,-0.031,-0.031,-1.546,0.018,0.045,90.0,90.0,normal,D4
182,203.51,89.1,40.533806,-3.451507,-0.031,0.005,0.01,-0.013,-1.534,0.019,0.043,90.0,90.4,normal,D4
183,204.5,90.4,40.53381,-3.451805,0.01,0.004,-0.0139999999999999,-0.01,-1.539,0.02,0.042,90.0,90.4,normal,D4
184,205.54,89.9,40.533813,-3.4521040000000003,0.0139999999999999,-0.02,0.0,-0.018,-1.536,0.024,0.042,90.0,89.6,normal,D4
185,206.5,89.6,40.53381,-3.4523980000000005,-0.026,0.006,-0.003,-0.004,-1.538,0.02,0.0409999999999999,90.0,89.6,normal,D4
186,207.49,89.6,40.53381,-3.452694,-0.012,-0.005,-0.01,-0.011,-1.537,0.023,0.039,90.0,89.6,normal,D4
187,208.51,89.5,40.533806,-3.4529940000000003,-0.038,0.012,0.016,-0.013,-1.528,0.019,0.038,90.0,89.6,normal,D4
188,209.54,89.4,40.53381,-3.453285,0.0139999999999999,-0.01,-0.012,-0.02,-1.529,0.02,0.037,90.0,89.6,normal,D4
189,210.54,89.0,40.533806,-3.453581,0.05,-0.016,-0.0289999999999999,-0.032,-1.536,0.016,0.036,90.0,85.3,normal,D4
190,211.58,87.7,40.533806,-3.453871,-0.017,-0.024,-0.011,-0.024,-1.524,0.019,0.036,90.0,85.3,normal,D4
