,Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),Maximum allowed speed of current road (km/h),GPS speed (km/h) [same as in RAW GPS]],class,Driver
13,35.97,96.9,40.520874,-3.41181,-0.0579999999999999,-0.015,-0.003,-0.03,-1.5719999999999998,0.009,0.074,100.0,96.9,normal,D3
14,36.92,96.8,40.521034,-3.411976,-0.009,-0.002,-0.045,-0.044,-1.567,0.025,0.077,100.0,96.8,normal,D3
15,37.92,95.0,40.521191,-3.412152,0.0139999999999999,-0.013,0.002,0.003,-1.5590000000000002,0.022,0.076,100.0,95.0,normal,D3
16,38.95,93.6,40.521442,-3.412376,0.005,-0.01,-0.012,-0.005,-1.564,0.018,0.075,100.0,94.5,normal,D3
17,39.91,92.8,40.521629,-3.412551,-0.039,0.027,-0.001,-0.008,-1.567,-0.001,0.065,100.0,93.6,normal,D3
18,40.94,92.0,40.521839,-3.412715,0.015,-0.025,-0.026,-0.02,-1.571,-0.002,0.055,100.0,92.0,normal,D3
19,41.94,91.0,40.522038,-3.412878,0.009,-0.036,-0.003,-0.008,-1.564,0.018,0.0579999999999999,100.0,92.0,normal,D3
20,42.93,90.4,40.522228000000005,-3.413044,-0.004,-0.019,0.022,0.008,-1.569,0.042,0.078,100.0,90.4,normal,D3
21,43.91,91.1,40.52243,-3.413203,-0.031,-0.019,0.021,0.001,-1.58,0.034,0.1009999999999999,100.0,91.1,normal,D3
22,44.93,89.7,40.522602,-3.413379,-0.021,-0.04,0.01,0.01,-1.581,0.047,0.133,100.0,89.7,normal,D3
23,45.92,86.5,40.52277,-3.413551,0.005,-0.0289999999999999,-0.019,0.0,-1.59,0.054,0.173,100.0,86.5,normal,D3
24,46.91,86.1,40.52293,-3.413735,-0.051,0.012,0.005,-0.008,-1.6,0.036,0.209,100.0,86.5,normal,D3
25,47.97,85.7,40.52309,-3.413924,0.03,0.0139999999999999,0.017,0.015,-1.594,0.015,0.242,100.0,85.7,normal,D3
26,48.94,85.5,40.523243,-3.414117,-0.119,0.012,0.013,0.006,-1.596,0.01,0.2769999999999999,100.0,85.7,normal,D3
27,49.91,85.4,40.523396000000005,-3.414317,-0.005,0.018,0.025,-0.004,-1.6,0.003,0.299,100.0,85.5,normal,D3
28,50.95,85.2,40.52354,-3.4145230000000004,-0.033,0.033,0.01,0.017,-1.591,0.002,0.32,90.0,85.4,normal,D3
29,51.94,85.3,40.523682,-3.4147300000000005,0.012,-0.025,0.0069999999999999,0.008,-1.608,-0.0139999999999999,0.34,90.0,85.3,normal,D3
30,52.91,85.7,40.523819,-3.414949,0.027,-0.031,0.02,0.008,-1.609,-0.002,0.371,90.0,85.7,normal,D3
31,53.98,86.3,40.523949,-3.415178,0.021,0.006,0.023,0.008,-1.617,-0.006,0.3929999999999999,90.0,87.2,normal,D3
32,54.92,87.2,40.524075,-3.415417,-0.01,0.001,-0.004,0.003,-1.616,-0.0139999999999999,0.41,90.0,87.2,normal,D3
33,55.98,88.2,40.524193,-3.415658,0.031,-0.035,0.0,-0.01,-1.614,0.006,0.428,90.0,88.2,normal,D3
34,56.92,89.1,40.524307,-3.4159040000000003,0.0139999999999999,-0.0,-0.015,-0.009,-1.607,0.024,0.452,90.0,88.2,normal,D3
35,57.91,89.9,40.524418,-3.416164,-0.0,0.04,-0.006,-0.001,-1.601,0.013,0.4629999999999999,90.0,89.1,normal,D3
36,58.91,90.6,40.524521,-3.416429,0.004,-0.011,-0.027,-0.0289999999999999,-1.585,0.006,0.472,100.0,90.6,normal,D3
37,59.92,90.7,40.524624,-3.416697,0.0069999999999999,-0.027,-0.016,-0.02,-1.557,0.027,0.491,100.0,90.7,normal,D3
38,60.92,90.6,40.524715,-3.41697,-0.06,0.026,-0.0279999999999999,-0.017,-1.556,0.031,0.51,100.0,90.6,normal,D3
39,61.92,90.6,40.524799,-3.417249,-0.091,0.09,-0.015,-0.021,-1.55,0.026,0.512,100.0,90.6,normal,D3
40,62.92,90.4,40.524872,-3.417533,0.032,0.013,0.013,-0.009,-1.539,0.025,0.507,100.0,90.6,normal,D3
41,63.92,89.9,40.52494,-3.417811,-0.004,0.026,-0.0289999999999999,-0.009,-1.531,0.016,0.501,100.0,89.9,normal,D3
42,64.92,89.2,40.525005,-3.418089,-0.076,0.019,-0.019,-0.005,-1.513,0.026,0.49,100.0,89.9,normal,D3
43,65.93,88.4,40.525066,-3.418365,-0.069,0.05,-0.025,0.004,-1.52,0.027,0.4679999999999999,80.0,88.4,normal,D3
44,66.92,87.8,40.525124,-3.4186400000000003,0.015,0.033,0.005,-0.023,-1.51,0.036,0.437,80.0,88.4,normal,D3
45,67.96,86.0,40.525177,-3.418905,0.0289999999999999,0.027,-0.001,-0.002,-1.511,0.012,0.3979999999999999,80.0,85.1,normal,D3
46,68.91,85.1,40.52523,-3.419171,0.003,0.0289999999999999,0.004,0.003,-1.515,0.012,0.361,80.0,85.1,normal,D3
47,69.94,84.1,40.525295,-3.4194410000000004,0.003,0.043,0.0069999999999999,0.005,-1.513,0.01,0.318,80.0,85.1,normal,D3
48,70.92,83.3,40.52536,-3.4197,-0.031,0.017,0.032,0.002,-1.5119999999999998,0.011,0.272,80.0,82.5,normal,D3
49,71.95,82.5,40.525429,-3.41996,-0.031,-0.01,0.0139999999999999,-0.001,-1.51,0.0139999999999999,0.2239999999999999,80.0,82.5,normal,D3
50,72.91,81.3,40.525501,-3.420217,-0.033,0.006,0.002,-0.002,-1.513,0.0279999999999999,0.1889999999999999,80.0,81.3,normal,D3
51,73.93,80.4,40.525589,-3.420452,-0.006,0.001,0.006,-0.006,-1.521,0.0279999999999999,0.156,80.0,81.3,normal,D3
52,74.92,79.1,40.525673,-3.420694,-0.025,0.038,-0.0289999999999999,-0.017,-1.525,0.012,0.1159999999999999,80.0,79.1,normal,D3
53,75.93,78.2,40.525764,-3.42092,0.008,-0.031,-0.012,-0.009,-1.534,-0.004,0.078,80.0,79.1,normal,D3
54,76.91,78.1,40.525856,-3.421143,-0.039,0.013,0.012,-0.004,-1.548,-0.009,0.049,100.0,78.1,normal,D3
55,77.92,78.5,40.525963,-3.421357,-0.068,0.038,-0.011,-0.011,-1.558,-0.023,0.009,100.0,78.1,normal,D3
56,78.91,79.0,40.526066,-3.421577,-0.016,0.009,0.03,0.023,-1.577,-0.033,-0.039,100.0,79.0,normal,D3
57,79.93,81.0,40.526192,-3.421792,0.045,-0.036,0.018,0.013,-1.596,-0.038,-0.081,100.0,79.0,normal,D3
58,80.95,82.7,40.526314,-3.422007,-0.018,-0.038,-0.003,-0.021,-1.599,-0.031,-0.118,90.0,82.7,normal,D3
59,81.91,83.6,40.526447,-3.422211,0.003,-0.016,-0.032,-0.025,-1.585,-0.033,-0.152,90.0,82.7,normal,D3
60,82.93,84.3,40.526588,-3.422411,-0.008,-0.033,-0.0139999999999999,-0.017,-1.568,-0.024,-0.177,90.0,82.7,normal,D3
61,83.91,84.8,40.526733,-3.4226050000000003,-0.006,-0.009,-0.009,-0.01,-1.556,-0.021,-0.198,90.0,82.7,normal,D3
62,84.93,85.0,40.526894,-3.422786,0.0069999999999999,-0.004,-0.022,-0.023,-1.555,-0.027,-0.222,90.0,82.7,normal,D3
63,85.92,84.5,40.527046,-3.422978,0.025,-0.004,0.036,0.02,-1.5530000000000002,-0.02,-0.251,90.0,86.7,normal,D3
64,86.91,84.5,40.52721,-3.42315,-0.006,-0.018,-0.001,0.0069999999999999,-1.564,-0.0279999999999999,-0.278,90.0,86.7,normal,D3
65,87.93,85.8,40.527386,-3.423313,0.019,-0.005,0.024,0.023,-1.577,-0.023,-0.295,90.0,86.7,normal,D3
66,88.97,86.7,40.527565,-3.4234730000000004,-0.01,-0.011,-0.01,-0.01,-1.5759999999999998,-0.027,-0.314,90.0,86.7,normal,D3
67,89.92,87.6,40.527744,-3.423625,-0.01,-0.025,-0.015,-0.017,-1.577,-0.042,-0.3289999999999999,90.0,86.7,normal,D3
68,90.93,88.1,40.527935,-3.42376,-0.02,-0.019,-0.024,-0.026,-1.578,-0.0409999999999999,-0.3329999999999999,90.0,88.3,normal,D3
69,91.94,88.3,40.52813,-3.423892,0.001,-0.048,-0.031,-0.022,-1.5759999999999998,-0.0289999999999999,-0.326,90.0,88.3,normal,D3
70,92.94,88.4,40.528313,-3.424028,-0.012,-0.035,-0.001,-0.026,-1.574,-0.025,-0.309,90.0,88.3,normal,D3
71,93.93,88.5,40.528519,-3.42415,-0.017,-0.012,-0.005,-0.01,-1.5630000000000002,-0.018,-0.286,90.0,88.3,normal,D3
72,94.91,88.6,40.528717,-3.424284,0.01,-0.026,-0.002,-0.005,-1.556,-0.003,-0.26,90.0,88.3,normal,D3
73,96.0,88.3,40.528915000000005,-3.424413,0.055,-0.003,-0.0069999999999999,0.002,-1.544,0.002,-0.2239999999999999,90.0,88.3,normal,D3
74,96.97,88.3,40.529106,-3.424542,-0.042,0.009,-0.0139999999999999,-0.008,-1.5490000000000002,-0.009,-0.192,90.0,86.7,normal,D3
75,98.01,87.9,40.529312,-3.424672,-0.077,0.0069999999999999,0.0,-0.0069999999999999,-1.543,-0.0139999999999999,-0.156,90.0,86.7,normal,D3
76,98.94,87.3,40.529507,-3.424811,-0.051,-0.064,0.043,0.0069999999999999,-1.544,-0.017,-0.1169999999999999,90.0,86.7,normal,D3
77,99.91,86.7,40.52969,-3.424949,0.018,-0.01,0.036,0.025,-1.536,-0.01,-0.081,90.0,86.7,normal,D3
78,100.91,87.2,40.529881,-3.425097,0.026,0.019,0.047,0.0409999999999999,-1.535,0.009,-0.043,90.0,86.7,normal,D3
79,101.91,87.8,40.530067,-3.4252519999999995,-0.128,0.0139999999999999,0.103,0.021,-1.558,0.018,-0.002,90.0,87.2,normal,D3
80,102.97,87.8,40.530247,-3.425406,-0.006,-0.01,0.001,0.017,-1.5530000000000002,0.021,0.05,90.0,87.8,normal,D3
81,103.91,88.5,40.530426,-3.425574,-0.0279999999999999,-0.002,-0.0279999999999999,-0.021,-1.544,0.02,0.092,90.0,88.5,normal,D3
82,104.91,87.2,40.530594,-3.425742,-0.051,0.017,-0.004,-0.0069999999999999,-1.54,0.022,0.136,90.0,88.5,normal,D3
83,105.91,87.9,40.530766,-3.425926,0.006,0.013,0.012,0.008,-1.531,0.011,0.1689999999999999,90.0,87.9,normal,D3
84,106.91,88.9,40.530933000000005,-3.426117,0.008,0.022,-0.011,-0.008,-1.54,0.013,0.203,90.0,87.9,normal,D3
85,107.95,87.5,40.53109,-3.426318,-0.043,0.006,-0.043,-0.017,-1.571,-0.006,0.2289999999999999,90.0,88.9,normal,D3
86,108.92,87.6,40.531258,-3.426514,-0.07,0.026,-0.002,-0.011,-1.5619999999999998,0.009,0.25,90.0,87.5,normal,D3
87,109.92,88.5,40.531418,-3.426709,-0.059,0.025,0.04,-0.005,-1.575,0.017,0.273,90.0,87.6,normal,D3
88,110.91,87.9,40.531574,-3.4269190000000003,-0.0139999999999999,0.047,0.01,0.005,-1.564,0.002,0.29,90.0,88.5,normal,D3
89,111.94,87.2,40.531723,-3.4271260000000003,-0.04,0.009,0.001,-0.008,-1.565,-0.006,0.299,90.0,87.9,normal,D3
90,112.96,86.7,40.531876,-3.427341,-0.054,0.01,-0.0069999999999999,-0.002,-1.5719999999999998,-0.001,0.314,90.0,87.2,normal,D3
91,113.92,85.7,40.532009,-3.4275550000000004,-0.07,0.0069999999999999,-0.008,-0.0,-1.589,0.0,0.3339999999999999,90.0,85.7,normal,D3
92,114.98,86.7,40.532146,-3.427781,-0.001,0.016,0.016,0.008,-1.596,0.006,0.352,90.0,86.7,normal,D3
93,115.96,83.0,40.532276,-3.427996,-0.003,0.004,0.001,0.005,-1.594,0.006,0.362,90.0,86.7,normal,D3
94,116.96,85.8,40.532387,-3.428235,-0.031,0.024,0.009,-0.002,-1.599,0.016,0.379,90.0,85.8,normal,D3
95,117.92,85.5,40.532516,-3.428466,-0.04,0.026,-0.008,-0.008,-1.615,-0.002,0.392,90.0,85.5,normal,D3
96,118.92,85.1,40.532627000000005,-3.428699,-0.003,-0.008,-0.0289999999999999,-0.01,-1.597,0.005,0.405,90.0,85.5,normal,D3
97,119.92,84.5,40.532734000000005,-3.428945,-0.037,-0.017,-0.003,0.006,-1.606,-0.0069999999999999,0.42,90.0,85.1,normal,D3
98,120.94,84.3,40.532845,-3.429179,-0.049,-0.001,0.0,-0.008,-1.611,-0.015,0.433,90.0,84.5,normal,D3
99,121.92,83.8,40.532951,-3.42942,-0.031,-0.015,-0.004,-0.009,-1.619,-0.009,0.4429999999999999,90.0,84.3,normal,D3
100,122.92,84.1,40.533043,-3.429668,-0.03,0.026,0.016,0.013,-1.618,-0.003,0.4479999999999999,90.0,84.1,normal,D3
101,123.92,84.5,40.533127,-3.429922,-0.015,0.039,0.022,-0.006,-1.626,-0.026,0.449,90.0,84.1,normal,D3
102,124.92,85.0,40.533211,-3.4301760000000003,-0.076,-0.033,-0.016,-0.013,-1.6230000000000002,-0.03,0.449,90.0,84.5,normal,D3
103,125.92,84.3,40.533291,-3.430431,-0.018,-0.002,-0.109,-0.0819999999999999,-1.622,-0.018,0.457,90.0,85.0,normal,D3
104,126.93,81.9,40.533367,-3.430686,-0.011,0.005,0.048,0.033,-1.599,-0.021,0.46,90.0,81.9,normal,D3
105,127.92,82.2,40.533432,-3.430933,0.063,-0.031,0.009,0.015,-1.619,-0.0069999999999999,0.466,90.0,81.9,normal,D3
106,128.92,83.3,40.533497,-3.431192,-0.013,0.016,0.0139999999999999,0.021,-1.633,-0.005,0.477,90.0,82.2,normal,D3
107,129.93,84.6,40.533554,-3.431463,-0.034,-0.032,0.01,0.009,-1.64,-0.008,0.478,90.0,83.3,normal,D3
108,130.93,85.9,40.533607,-3.431734,-0.001,-0.032,0.003,-0.004,-1.649,0.01,0.492,90.0,84.6,normal,D3
109,131.96,86.8,40.533649,-3.432014,-0.04,0.0409999999999999,-0.009,-0.0139999999999999,-1.653,0.006,0.501,90.0,85.9,normal,D3
110,132.93,87.6,40.533703,-3.432296,-0.026,0.037,0.018,0.008,-1.641,-0.0139999999999999,0.494,90.0,86.8,normal,D3
111,133.96,88.5,40.533737,-3.432582,0.05,-0.055,0.006,-0.0,-1.628,-0.016,0.488,90.0,88.5,normal,D3
112,134.93,88.2,40.533768,-3.4328800000000004,-0.012,-0.023,-0.012,-0.017,-1.611,0.001,0.496,90.0,88.2,normal,D3
113,135.93,87.1,40.533794,-3.433161,0.018,0.016,-0.019,-0.015,-1.606,0.011,0.507,90.0,88.2,normal,D3
114,136.91,85.4,40.533813,-3.433443,0.023,0.026,-0.038,-0.035,-1.5719999999999998,0.012,0.512,90.0,87.1,normal,D3
115,137.93,83.2,40.533821,-3.4337120000000003,-0.0139999999999999,0.021,0.0409999999999999,0.022,-1.571,-0.009,0.494,90.0,85.4,normal,D3
116,138.93,82.7,40.533821,-3.433995,-0.046,0.009,0.012,0.008,-1.59,-0.001,0.483,90.0,82.7,normal,D3
117,139.93,81.9,40.533821,-3.434268,0.032,0.008,0.047,0.036,-1.6130000000000002,-0.005,0.466,90.0,82.7,normal,D3
118,140.91,82.4,40.533825,-3.4345410000000003,-0.071,0.001,-0.018,0.008,-1.604,0.005,0.4579999999999999,90.0,82.4,normal,D3
119,141.93,81.5,40.533833,-3.434806,0.042,0.008,-0.057,-0.051,-1.577,-0.002,0.439,90.0,82.4,normal,D3
120,142.93,80.4,40.533833,-3.435072,-0.011,-0.006,0.022,0.035,-1.602,-0.001,0.42,90.0,80.4,normal,D3
121,143.91,81.1,40.533833,-3.435331,-0.005,0.016,0.01,0.017,-1.635,-0.006,0.397,90.0,80.4,normal,D3
122,144.95,82.9,40.533836,-3.435603,0.015,-0.008,0.02,0.019,-1.663,-0.001,0.372,90.0,81.1,normal,D3
123,145.92,84.8,40.533833,-3.4358800000000005,-0.0409999999999999,0.001,0.009,0.001,-1.673,0.013,0.355,90.0,84.8,normal,D3
124,146.98,86.8,40.533833,-3.43616,-0.036,-0.012,0.009,0.01,-1.668,0.033,0.341,90.0,86.8,normal,D3
125,147.95,88.8,40.533836,-3.436436,0.042,-0.004,0.01,0.003,-1.659,0.03,0.3329999999999999,90.0,86.8,normal,D3
126,148.99,89.4,40.533844,-3.436726,0.0289999999999999,-0.0069999999999999,-0.003,-0.0,-1.649,0.015,0.317,90.0,89.4,normal,D3
127,149.94,90.2,40.533844,-3.437018,-0.021,-0.001,-0.015,-0.012,-1.643,0.019,0.308,90.0,89.4,normal,D3
128,150.93,91.5,40.533840000000005,-3.437318,0.002,-0.025,-0.002,0.001,-1.642,0.015,0.3,90.0,91.5,normal,D3
129,151.97,91.8,40.533836,-3.437607,0.008,0.016,0.003,-0.0,-1.6369999999999998,0.0139999999999999,0.293,90.0,91.5,normal,D3
130,152.99,92.2,40.533829,-3.437914,-0.03,0.0139999999999999,-0.052,-0.043,-1.617,0.012,0.284,90.0,91.5,normal,D3
131,153.94,92.0,40.533825,-3.4382230000000003,0.002,-0.009,-0.027,-0.0139999999999999,-1.604,0.015,0.2789999999999999,90.0,91.5,normal,D3
132,154.94,89.9,40.533829,-3.438518,-0.009,0.006,-0.042,-0.039,-1.5659999999999998,0.015,0.2769999999999999,90.0,91.5,normal,D3
133,155.94,88.4,40.533825,-3.4388120000000004,0.033,-0.002,0.022,0.021,-1.57,0.017,0.272,90.0,91.5,normal,D3
134,156.94,88.2,40.533821,-3.439109,-0.0279999999999999,0.031,0.0139999999999999,0.017,-1.604,0.016,0.267,90.0,91.5,normal,D3
135,157.91,89.0,40.533833,-3.439389,0.035,-0.009,0.017,0.023,-1.608,0.018,0.261,90.0,91.5,normal,D3
136,158.91,90.1,40.533844,-3.439678,-0.033,0.016,0.009,-0.001,-1.607,0.021,0.254,90.0,88.7,normal,D3
137,159.91,91.8,40.533844,-3.439972,-0.015,-0.002,-0.001,-0.002,-1.612,0.027,0.254,90.0,88.7,normal,D3
138,160.91,91.3,40.533840000000005,-3.4402699999999995,-0.024,0.01,-0.037,-0.034,-1.59,0.03,0.252,90.0,88.7,normal,D3
139,161.93,90.5,40.533840000000005,-3.440571,0.013,0.001,-0.004,-0.025,-1.5759999999999998,0.025,0.253,90.0,88.7,normal,D3
140,162.91,89.4,40.533836,-3.44086,0.038,0.0409999999999999,0.026,0.013,-1.5659999999999998,0.033,0.254,90.0,88.7,normal,D3
141,163.91,88.9,40.533829,-3.441156,-0.001,0.002,0.009,0.006,-1.555,0.024,0.254,90.0,88.7,normal,D3
142,164.91,88.7,40.533825,-3.441437,-0.04,0.012,0.009,0.001,-1.556,0.019,0.251,90.0,88.7,normal,D3
143,165.91,87.7,40.533817,-3.441711,0.009,0.008,0.0,-0.0139999999999999,-1.551,0.017,0.249,90.0,87.7,normal,D3
144,166.93,86.9,40.533813,-3.442002,0.032,-0.013,-0.06,-0.042,-1.5619999999999998,0.01,0.251,90.0,87.7,normal,D3
145,167.91,85.8,40.533813,-3.4422870000000003,0.023,0.0,-0.0289999999999999,-0.025,-1.555,0.012,0.258,90.0,85.8,normal,D3
146,168.92,84.8,40.53381,-3.442574,0.023,-0.017,0.011,0.011,-1.546,0.024,0.2689999999999999,90.0,85.8,normal,D3
147,169.91,85.2,40.53381,-3.442844,-0.059,0.024,0.005,0.01,-1.554,0.006,0.267,90.0,84.8,normal,D3
148,170.92,85.9,40.53381,-3.4431260000000004,-0.03,-0.0289999999999999,0.004,-0.0,-1.5619999999999998,0.004,0.263,90.0,85.2,normal,D3
149,171.92,85.1,40.533806,-3.443407,-0.017,0.006,-0.003,0.001,-1.554,0.025,0.28,90.0,85.9,normal,D3
150,172.94,85.1,40.533798,-3.443692,-0.018,0.042,-0.015,-0.02,-1.5630000000000002,0.012,0.281,90.0,85.1,normal,D3
151,173.92,85.0,40.533791,-3.443976,0.016,0.01,-0.0069999999999999,-0.016,-1.556,-0.003,0.275,90.0,85.1,normal,D3
152,174.92,84.5,40.533794,-3.444249,-0.006,-0.01,0.011,-0.011,-1.556,0.0139999999999999,0.278,90.0,85.0,normal,D3
153,175.92,84.6,40.533798,-3.4445300000000003,-0.032,-0.035,-0.017,-0.011,-1.546,0.033,0.315,90.0,84.5,normal,D3
154,176.92,84.9,40.533802,-3.44481,-0.061,0.025,-0.0139999999999999,-0.01,-1.5630000000000002,0.036,0.314,90.0,84.6,normal,D3
155,177.92,85.4,40.53381,-3.4450730000000003,-0.0139999999999999,0.031,0.003,0.006,-1.578,0.025,0.316,90.0,84.9,normal,D3
156,178.91,87.0,40.53381,-3.445365,0.023,0.018,0.011,0.017,-1.58,0.0139999999999999,0.314,90.0,85.4,normal,D3
157,179.94,88.0,40.533817,-3.445646,-0.035,0.0139999999999999,0.013,-0.004,-1.5830000000000002,0.001,0.31,90.0,87.0,normal,D3
158,180.92,89.4,40.533806,-3.445938,-0.036,-0.013,-0.018,-0.016,-1.5730000000000002,0.002,0.31,90.0,88.0,normal,D3
159,181.92,89.8,40.533806,-3.446234,0.001,-0.009,-0.0289999999999999,-0.022,-1.569,0.011,0.309,90.0,89.4,normal,D3
160,182.94,90.3,40.533802,-3.44652,0.047,-0.035,0.02,0.0069999999999999,-1.546,0.021,0.307,90.0,89.8,normal,D3
161,183.92,89.9,40.533802,-3.4468120000000004,-0.0279999999999999,0.004,0.005,-0.002,-1.543,0.0279999999999999,0.31,90.0,90.3,normal,D3
162,184.95,91.8,40.533802,-3.4471190000000003,-0.019,-0.003,0.004,-0.002,-1.541,0.037,0.315,90.0,91.8,normal,D3
163,185.93,88.1,40.533798,-3.447406,0.004,0.01,0.0289999999999999,0.024,-1.533,0.033,0.316,90.0,88.1,normal,D3
164,186.94,89.3,40.533817,-3.447674,-0.024,0.016,0.032,0.016,-1.547,0.018,0.313,90.0,88.1,normal,D3
165,187.96,89.1,40.53381,-3.447983,0.025,0.003,-0.004,-0.002,-1.568,0.011,0.314,90.0,89.1,normal,D3
166,188.92,90.2,40.533817,-3.4482760000000003,0.039,0.013,0.005,-0.001,-1.556,0.016,0.313,90.0,89.1,normal,D3
167,189.95,90.5,40.533813,-3.448577,-0.0069999999999999,-0.0139999999999999,-0.025,-0.011,-1.557,0.013,0.314,90.0,90.5,normal,D3
168,190.92,90.6,40.533813,-3.448874,-0.049,-0.01,0.005,0.012,-1.564,-0.0069999999999999,0.304,90.0,90.5,normal,D3
169,191.91,91.9,40.533817,-3.449167,0.002,-0.039,-0.012,-0.001,-1.569,0.004,0.305,90.0,91.7,normal,D3
170,192.92,91.7,40.533802,-3.4494550000000004,-0.0289999999999999,0.013,-0.034,-0.018,-1.561,0.018,0.308,90.0,91.7,normal,D3
171,193.93,92.4,40.53381,-3.449751,-0.026,0.003,-0.034,-0.035,-1.554,0.016,0.313,90.0,92.4,normal,D3
172,194.93,92.1,40.533806,-3.4500610000000003,0.011,0.032,-0.0069999999999999,-0.002,-1.524,0.008,0.313,90.0,92.1,normal,D3
173,195.93,91.8,40.533806,-3.450361,0.0139999999999999,0.033,-0.015,0.003,-1.5219999999999998,0.0069999999999999,0.309,90.0,91.8,normal,D3
174,196.95,90.2,40.533802,-3.45066,0.009,-0.0279999999999999,0.0069999999999999,0.0139999999999999,-1.533,0.011,0.309,90.0,91.8,normal,D3
175,197.93,90.1,40.533802,-3.450964,-0.043,-0.018,0.002,0.011,-1.523,0.03,0.319,90.0,90.2,normal,D3
176,198.93,89.9,40.533794,-3.4512690000000004,-0.051,0.019,0.006,0.002,-1.543,0.011,0.318,90.0,90.1,normal,D3
177,200.0,90.5,40.533794,-3.451563,-0.005,0.003,0.022,0.025,-1.5630000000000002,0.024,0.3229999999999999,90.0,89.9,normal,D3
178,200.97,91.5,40.533791,-3.4518760000000004,0.008,-0.024,0.0069999999999999,0.0069999999999999,-1.5719999999999998,0.025,0.3279999999999999,90.0,90.5,normal,D3
179,201.95,92.4,40.533791,-3.452168,0.003,-0.005,-0.01,-0.003,-1.574,0.013,0.332,90.0,91.5,normal,D3
180,202.93,93.5,40.533794,-3.452462,-0.031,0.009,-0.034,-0.016,-1.568,-0.013,0.321,90.0,92.4,normal,D3
181,203.98,93.7,40.533791,-3.4527730000000005,-0.01,-0.037,0.013,0.008,-1.557,-0.005,0.307,90.0,93.5,normal,D3
182,204.93,94.2,40.533791,-3.4530830000000003,-0.001,-0.023,-0.027,-0.022,-1.555,0.018,0.318,90.0,94.2,normal,D3
183,205.93,93.6,40.533783,-3.453393,0.017,0.0069999999999999,-0.017,-0.022,-1.539,0.024,0.324,90.0,94.2,normal,D3
184,206.95,93.2,40.533775,-3.453705,-0.013,0.006,-0.0139999999999999,-0.011,-1.534,0.011,0.321,90.0,93.6,normal,D3
185,207.93,92.7,40.533775,-3.454014,-0.062,0.032,0.003,0.0139999999999999,-1.524,0.011,0.321,90.0,93.2,normal,D3
186,208.91,91.9,40.533775,-3.4543129999999995,-0.011,0.0139999999999999,0.045,0.042,-1.524,0.012,0.32,90.0,91.9,normal,D3
187,209.92,92.6,40.533768,-3.454614,-0.011,0.009,0.03,0.026,-1.531,0.02,0.321,90.0,91.9,normal,D3
188,210.94,93.4,40.53376,-3.4549260000000004,-0.103,0.03,0.009,0.0069999999999999,-1.545,0.03,0.326,90.0,92.6,normal,D3
189,211.95,92.6,40.53376,-3.455227,-0.025,0.005,0.005,0.005,-1.5530000000000002,0.004,0.321,90.0,93.4,normal,D3
190,212.96,92.7,40.53376,-3.455528,0.024,-0.02,-0.026,-0.01,-1.538,-0.001,0.312,90.0,92.6,normal,D3
