,Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),Maximum allowed speed of current road (km/h),GPS speed (km/h) [same as in RAW GPS]],class,Driver
29,47.37,70.5,40.521034,-3.4119040000000003,-0.063,0.049,-0.065,-0.017,-1.557,0.015,0.078,100.0,69.9,normal,D6
30,48.37,69.9,40.521168,-3.412037,0.024,-0.006,0.016,0.011,-1.557,0.02,0.076,100.0,69.9,normal,D6
31,49.37,69.4,40.521313,-3.412164,0.023,0.004,0.002,0.0069999999999999,-1.555,0.002,0.071,100.0,69.4,normal,D6
32,50.39,69.6,40.521454,-3.412293,-0.037,-0.044,-0.005,0.005,-1.5590000000000002,0.001,0.067,100.0,69.4,normal,D6
33,51.37,69.8,40.521599,-3.4124260000000004,-0.0069999999999999,0.009,-0.002,0.009,-1.557,0.018,0.078,100.0,69.8,normal,D6
34,52.37,69.3,40.52174,-3.412556,0.009,0.051,0.008,-0.0,-1.567,0.023,0.084,100.0,69.8,normal,D6
35,53.39,69.4,40.521881,-3.412693,0.02,-0.001,-0.018,-0.019,-1.569,0.018,0.08,100.0,69.1,normal,D6
36,54.41,69.1,40.522022,-3.412824,-0.009,0.021,-0.016,-0.006,-1.571,0.009,0.076,100.0,69.1,normal,D6
37,55.37,69.3,40.522163,-3.412956,-0.053,-0.023,-0.05,-0.0289999999999999,-1.5759999999999998,0.004,0.077,100.0,69.3,normal,D6
38,56.37,69.3,40.522305,-3.413086,-0.011,0.022,-0.013,-0.012,-1.581,0.009,0.088,100.0,69.3,normal,D6
39,57.43,69.0,40.522446,-3.413207,-0.012,0.003,-0.022,-0.0289999999999999,-1.582,0.01,0.104,100.0,69.0,normal,D6
40,58.41,69.0,40.522587,-3.413334,0.015,-0.011,-0.008,-0.011,-1.575,-0.005,0.12,100.0,69.0,normal,D6
41,59.42,68.1,40.522701,-3.413495,-0.011,0.036,-0.0289999999999999,-0.005,-1.5759999999999998,-0.002,0.141,100.0,68.1,normal,D6
42,60.42,66.9,40.522831,-3.413635,0.047,0.0289999999999999,0.009,-0.004,-1.575,-0.016,0.159,100.0,68.1,normal,D6
43,61.37,66.3,40.522953,-3.4137760000000004,-0.019,-0.004,-0.01,-0.01,-1.579,-0.03,0.174,100.0,65.8,normal,D6
44,62.37,65.8,40.523075,-3.413917,-0.0069999999999999,-0.036,-0.02,-0.008,-1.5730000000000002,-0.0409999999999999,0.195,100.0,65.8,normal,D6
45,63.39,65.2,40.52319,-3.414063,-0.037,-0.055,0.023,0.02,-1.5759999999999998,-0.04,0.213,100.0,64.9,normal,D6
46,64.37,64.9,40.523304,-3.414213,0.039,0.0139999999999999,0.021,0.016,-1.5730000000000002,-0.037,0.237,100.0,64.9,normal,D6
47,65.36,64.6,40.523418,-3.414362,-0.049,-0.066,-0.019,-0.006,-1.574,-0.051,0.257,90.0,64.6,normal,D6
48,66.39,64.4,40.523521,-3.414518,-0.034,-0.1159999999999999,-0.001,-0.005,-1.568,-0.052,0.273,90.0,64.6,normal,D6
49,67.38,64.1,40.523624,-3.414675,-0.0289999999999999,-0.094,0.002,0.02,-1.564,-0.05,0.28,90.0,64.1,normal,D6
50,68.41,63.8,40.523724,-3.414836,-0.087,0.009,-0.011,0.003,-1.561,-0.044,0.286,90.0,63.7,normal,D6
51,69.37,63.7,40.523823,-3.415,0.01,0.096,0.031,0.039,-1.56,-0.0409999999999999,0.297,90.0,63.7,normal,D6
52,70.37,63.8,40.523918,-3.415166,-0.001,0.019,0.04,-0.0,-1.5590000000000002,-0.04,0.313,90.0,63.8,normal,D6
53,71.37,65.1,40.52401,-3.415342,-0.002,0.079,-0.006,0.011,-1.5519999999999998,-0.037,0.317,90.0,65.1,normal,D6
54,72.37,64.4,40.524097,-3.415513,-0.049,0.046,0.004,0.026,-1.5519999999999998,-0.031,0.32,90.0,64.4,normal,D6
55,73.38,64.9,40.524185,-3.415692,0.006,-0.038,0.017,0.011,-1.5730000000000002,-0.05,0.3229999999999999,90.0,64.9,normal,D6
56,74.39,65.5,40.524273,-3.415872,0.038,0.047,0.013,0.008,-1.565,-0.0559999999999999,0.3279999999999999,90.0,65.5,normal,D6
57,75.38,66.1,40.524353000000005,-3.416063,0.025,0.006,0.008,0.01,-1.5630000000000002,-0.055,0.3339999999999999,90.0,66.1,normal,D6
58,76.37,66.8,40.524433,-3.416257,0.008,-0.0559999999999999,-0.012,0.002,-1.5619999999999998,-0.053,0.344,90.0,66.1,normal,D6
59,77.38,67.5,40.524502000000005,-3.4164550000000005,0.054,-0.009,0.012,0.004,-1.5590000000000002,-0.049,0.352,100.0,67.5,normal,D6
60,78.38,68.1,40.524574,-3.41666,0.031,-0.034,0.006,0.009,-1.5530000000000002,-0.049,0.365,100.0,67.5,normal,D6
61,79.39,68.8,40.524647,-3.416864,0.02,0.036,0.006,0.003,-1.557,-0.0409999999999999,0.375,100.0,68.8,normal,D6
62,80.35,69.5,40.524708,-3.417072,0.006,0.043,0.0,-0.0069999999999999,-1.556,-0.055,0.367,100.0,69.5,normal,D6
63,81.35,70.4,40.524769,-3.417292,-0.049,0.017,0.011,-0.001,-1.555,-0.048,0.353,100.0,69.5,normal,D6
64,82.38,71.4,40.52483,-3.417508,0.033,0.04,0.01,-0.024,-1.555,-0.049,0.347,100.0,69.5,normal,D6
65,83.38,72.5,40.524887,-3.417731,0.02,-0.008,0.001,-0.012,-1.556,-0.037,0.3429999999999999,100.0,69.5,normal,D6
66,84.38,73.3,40.52494,-3.417962,-0.02,-0.093,-0.0279999999999999,-0.037,-1.525,-0.013,0.335,100.0,71.6,normal,D6
67,85.35,73.4,40.52499,-3.418192,0.0289999999999999,0.001,0.017,-0.0069999999999999,-1.518,-0.009,0.325,100.0,71.6,normal,D6
68,86.38,73.0,40.52504,-3.418425,-0.025,0.033,-0.023,-0.018,-1.525,-0.003,0.299,100.0,71.6,normal,D6
69,87.38,72.7,40.525089,-3.418654,-0.033,-0.002,-0.02,-0.016,-1.517,-0.025,0.266,100.0,71.6,normal,D6
70,88.35,72.8,40.525139,-3.418884,-0.009,0.011,0.0139999999999999,0.003,-1.495,-0.0069999999999999,0.243,100.0,71.6,normal,D6
71,89.35,71.6,40.525188,-3.419108,-0.0279999999999999,-0.045,-0.009,0.015,-1.51,-0.006,0.214,100.0,71.6,normal,D6
72,90.36,71.7,40.525234000000005,-3.419332,-0.013,0.017,0.015,0.005,-1.519,0.008,0.188,80.0,71.7,normal,D6
73,91.36,70.8,40.525288,-3.4195550000000003,-0.054,-0.0,-0.051,-0.017,-1.518,0.009,0.159,80.0,71.1,normal,D6
74,92.36,71.1,40.525349,-3.4197800000000003,-0.017,0.019,-0.004,-0.003,-1.524,-0.001,0.115,80.0,71.1,normal,D6
75,93.35,71.2,40.525402,-3.419995,0.005,-0.009,-0.019,-0.002,-1.524,0.01,0.072,80.0,71.2,normal,D6
76,94.4,71.1,40.525463,-3.420213,-0.017,0.043,-0.008,-0.002,-1.523,-0.001,0.026,100.0,71.1,normal,D6
77,95.35,70.5,40.525536,-3.420424,0.065,0.001,0.0069999999999999,0.001,-1.517,0.006,-0.009,100.0,71.1,normal,D6
78,96.35,70.7,40.525612,-3.420635,-0.04,-0.0289999999999999,0.024,-0.021,-1.526,-0.001,-0.0279999999999999,100.0,70.7,normal,D6
79,97.36,73.1,40.525688,-3.42085,0.001,-0.0409999999999999,0.019,0.005,-1.527,-0.001,-0.048,100.0,70.7,normal,D6
80,98.36,71.4,40.525764,-3.4210580000000004,0.024,-0.003,0.0069999999999999,0.006,-1.538,-0.018,-0.084,100.0,71.3,normal,D6
81,99.41,71.3,40.525852,-3.4212620000000005,-0.031,-0.013,0.002,-0.017,-1.538,-0.031,-0.127,100.0,71.3,normal,D6
82,100.35,71.7,40.525951,-3.4214550000000004,-0.024,0.0069999999999999,0.0139999999999999,-0.012,-1.541,-0.035,-0.174,100.0,71.7,normal,D6
83,101.35,72.0,40.526051,-3.42166,-0.072,-0.023,-0.018,-0.009,-1.533,-0.038,-0.212,100.0,71.7,normal,D6
84,102.36,72.1,40.526161,-3.421851,0.044,-0.053,-0.006,-0.004,-1.527,-0.01,-0.236,90.0,72.3,normal,D6
85,103.36,72.3,40.526279,-3.422049,-0.024,0.011,-0.021,-0.026,-1.526,-0.004,-0.259,90.0,72.3,normal,D6
86,104.36,71.6,40.526394,-3.4222370000000004,0.026,-0.015,0.01,0.0,-1.523,0.004,-0.282,90.0,71.6,normal,D6
87,105.42,71.5,40.526512,-3.422414,0.06,-0.012,0.0069999999999999,-0.001,-1.52,-0.002,-0.306,90.0,71.6,normal,D6
88,106.36,71.4,40.526638,-3.422574,0.063,-0.0069999999999999,0.021,0.011,-1.519,-0.008,-0.3289999999999999,90.0,71.6,normal,D6
89,107.41,71.6,40.526772,-3.42274,-0.009,-0.0,-0.0,0.02,-1.516,-0.016,-0.357,90.0,71.6,normal,D6
90,108.43,71.7,40.526897,-3.42289,-0.0139999999999999,0.003,-0.009,-0.0069999999999999,-1.523,-0.025,-0.3779999999999999,90.0,71.3,normal,D6
91,109.38,71.3,40.527039,-3.423047,-0.063,0.006,-0.012,-0.003,-1.531,-0.024,-0.3939999999999999,90.0,71.3,normal,D6
92,110.39,72.8,40.52718,-3.423193,-0.015,-0.006,0.003,-0.003,-1.5419999999999998,-0.022,-0.416,90.0,71.8,normal,D6
93,111.37,71.8,40.527328,-3.423334,-0.042,-0.049,0.005,0.01,-1.538,-0.017,-0.439,90.0,71.8,normal,D6
94,112.37,72.0,40.527477000000005,-3.423461,0.004,0.011,-0.015,-0.009,-1.536,-0.023,-0.4579999999999999,90.0,72.1,normal,D6
95,113.37,72.1,40.52763,-3.423582,-0.012,-0.055,-0.022,-0.021,-1.537,-0.037,-0.4679999999999999,90.0,72.1,normal,D6
96,114.42,71.7,40.527794,-3.4237,0.019,-0.0819999999999999,-0.002,-0.011,-1.533,-0.016,-0.471,90.0,71.0,normal,D6
97,115.37,71.0,40.527954,-3.423807,0.006,0.025,0.0139999999999999,-0.01,-1.533,-0.0279999999999999,-0.467,90.0,71.0,normal,D6
98,116.35,71.2,40.528103,-3.423925,-0.052,-0.035,-0.042,-0.0069999999999999,-1.53,-0.0409999999999999,-0.4579999999999999,90.0,71.2,normal,D6
99,117.37,71.9,40.528263,-3.424032,-0.044,-0.0579999999999999,-0.027,-0.012,-1.5319999999999998,-0.033,-0.446,90.0,71.5,normal,D6
100,118.39,71.5,40.528419,-3.424139,-0.025,-0.031,-0.003,-0.001,-1.531,-0.02,-0.429,90.0,71.5,normal,D6
101,119.37,71.3,40.528584,-3.424243,0.005,0.004,-0.005,-0.006,-1.528,-0.023,-0.406,90.0,71.3,normal,D6
102,120.37,71.4,40.528744,-3.424348,0.018,-0.023,0.0289999999999999,0.005,-1.528,-0.012,-0.379,90.0,71.3,normal,D6
103,121.35,70.8,40.528904,-3.4244510000000004,-0.032,-0.01,-0.011,-0.005,-1.521,-0.019,-0.355,90.0,70.8,normal,D6
104,122.43,70.8,40.529049,-3.424554,-0.026,-0.018,-0.008,0.001,-1.516,-0.035,-0.3379999999999999,90.0,71.3,normal,D6
105,123.36,71.3,40.529205,-3.424658,0.009,0.016,0.04,0.025,-1.518,-0.054,-0.319,90.0,71.3,normal,D6
106,124.37,71.3,40.529362,-3.424767,-0.06,-0.033,0.06,0.019,-1.514,-0.043,-0.288,90.0,71.3,normal,D6
107,125.37,71.5,40.529526,-3.424878,0.003,-0.015,0.0139999999999999,0.0,-1.516,-0.03,-0.258,90.0,71.5,normal,D6
108,126.37,71.5,40.529682,-3.4249910000000003,-0.038,-0.003,-0.001,-0.001,-1.521,-0.016,-0.2269999999999999,90.0,71.5,normal,D6
109,127.37,71.7,40.529839,-3.425117,0.0409999999999999,0.039,0.049,0.037,-1.516,-0.0139999999999999,-0.1939999999999999,90.0,72.0,normal,D6
110,128.38,72.0,40.529999,-3.425241,-0.042,0.074,0.012,0.018,-1.519,-0.01,-0.171,90.0,72.0,normal,D6
111,129.37,72.1,40.530148,-3.425368,-0.068,0.081,-0.017,0.006,-1.517,-0.008,-0.148,90.0,72.3,normal,D6
112,130.37,72.3,40.5303,-3.42551,0.009,0.013,0.027,0.013,-1.526,-0.005,-0.113,90.0,72.3,normal,D6
113,131.37,71.4,40.530453,-3.42564,0.079,0.003,0.05,0.004,-1.536,-0.004,-0.074,90.0,71.4,normal,D6
114,132.36,72.8,40.530602,-3.425768,0.044,0.038,0.017,0.001,-1.531,-0.003,-0.0409999999999999,90.0,71.4,normal,D6
115,133.37,72.3,40.530746,-3.425917,0.0279999999999999,0.034,0.024,-0.001,-1.527,-0.012,-0.025,90.0,72.1,normal,D6
116,134.41,72.1,40.530888,-3.426076,0.0289999999999999,0.018,0.017,0.0,-1.531,-0.012,-0.004,90.0,72.1,normal,D6
117,135.39,72.1,40.531021,-3.426229,-0.009,0.088,-0.012,0.003,-1.535,0.0139999999999999,0.02,90.0,72.1,normal,D6
118,136.38,70.9,40.531147,-3.426389,-0.012,0.027,-0.004,0.0139999999999999,-1.539,-0.018,0.035,90.0,70.9,normal,D6
119,137.38,72.4,40.531277,-3.426553,0.001,0.003,0.019,-0.009,-1.534,-0.038,0.045,90.0,72.4,normal,D6
120,138.36,72.3,40.531406,-3.4267199999999995,-0.034,0.024,-0.004,-0.013,-1.545,-0.035,0.05,90.0,72.4,normal,D6
121,139.36,72.1,40.531528,-3.426884,-0.0279999999999999,0.065,0.002,0.002,-1.541,-0.053,0.051,90.0,72.1,normal,D6
122,140.42,71.7,40.531654,-3.427052,-0.048,-0.049,-0.022,0.006,-1.5519999999999998,-0.031,0.077,90.0,71.7,normal,D6
123,141.38,71.3,40.531773,-3.427221,-0.025,-0.037,-0.01,-0.0139999999999999,-1.557,-0.036,0.091,90.0,71.3,normal,D6
124,142.41,71.4,40.531887,-3.427389,-0.047,0.009,-0.017,-0.005,-1.5590000000000002,-0.046,0.105,90.0,71.4,normal,D6
125,143.36,70.7,40.532001,-3.427571,-0.009,0.039,-0.0279999999999999,-0.025,-1.5659999999999998,-0.0559999999999999,0.105,90.0,70.7,normal,D6
126,144.36,70.2,40.532108,-3.427757,0.0289999999999999,0.023,-0.032,-0.0279999999999999,-1.567,-0.049,0.105,90.0,70.2,normal,D6
127,145.38,69.2,40.532227,-3.427957,-0.037,-0.0139999999999999,-0.017,-0.01,-1.565,-0.044,0.1119999999999999,90.0,69.2,normal,D6
128,146.36,68.3,40.532326,-3.428142,-0.044,0.066,-0.023,-0.022,-1.5619999999999998,-0.039,0.12,90.0,68.3,normal,D6
129,147.36,67.5,40.532436,-3.428321,-0.046,-0.008,-0.001,0.008,-1.5619999999999998,-0.039,0.123,90.0,67.5,normal,D6
130,148.35,66.6,40.532524,-3.42851,-0.009,0.025,0.0069999999999999,0.004,-1.565,-0.042,0.126,90.0,65.4,normal,D6
131,149.35,65.4,40.532612,-3.428693,0.011,-0.049,0.01,0.006,-1.565,-0.052,0.13,90.0,65.4,normal,D6
132,150.35,64.9,40.5327,-3.428879,-0.0,-0.062,0.046,0.019,-1.561,-0.05,0.134,90.0,64.9,normal,D6
133,151.37,63.7,40.532784,-3.429049,-0.024,-0.025,-0.001,0.003,-1.557,-0.051,0.14,90.0,63.7,normal,D6
134,152.4,64.3,40.53286,-3.429232,0.018,0.07,0.025,0.013,-1.557,-0.05,0.143,90.0,64.3,normal,D6
135,153.35,62.3,40.532928000000005,-3.429413,-0.066,0.036,-0.015,-0.003,-1.569,-0.072,0.135,90.0,62.3,normal,D6
136,154.36,61.8,40.533001,-3.429593,-0.0139999999999999,-0.054,-0.005,0.005,-1.5659999999999998,-0.063,0.1369999999999999,90.0,62.3,normal,D6
137,155.37,60.6,40.533058,-3.4297730000000004,0.021,-0.036,0.0279999999999999,0.006,-1.564,-0.065,0.14,90.0,60.6,normal,D6
138,156.35,60.0,40.533123,-3.42995,0.0139999999999999,0.001,0.026,0.018,-1.5659999999999998,-0.04,0.134,90.0,60.6,normal,D6
139,157.36,58.8,40.53318,-3.430132,-0.006,0.036,0.015,0.004,-1.5730000000000002,-0.054,0.127,90.0,58.8,normal,D6
140,158.36,58.6,40.533241,-3.43031,-0.0289999999999999,-0.019,0.001,-0.001,-1.574,-0.048,0.128,90.0,58.8,normal,D6
141,159.39,57.7,40.533295,-3.430489,-0.001,-0.023,-0.003,-0.004,-1.5719999999999998,-0.052,0.135,90.0,57.7,normal,D6
142,160.36,57.3,40.533344,-3.4306690000000004,-0.0139999999999999,-0.027,0.004,0.006,-1.58,-0.071,0.126,90.0,57.7,normal,D6
143,161.36,56.6,40.533386,-3.430848,-0.008,-0.0279999999999999,0.022,0.005,-1.58,-0.069,0.134,90.0,56.6,normal,D6
144,162.38,56.1,40.533432,-3.431023,-0.009,0.008,0.023,0.015,-1.581,-0.07,0.133,90.0,55.7,normal,D6
145,163.36,55.7,40.53347,-3.431202,-0.04,0.017,-0.004,-0.011,-1.588,-0.08,0.122,90.0,55.7,normal,D6
146,164.36,55.6,40.533516,-3.431376,-0.001,-0.027,0.001,0.015,-1.585,-0.076,0.124,90.0,55.6,normal,D6
147,165.36,55.6,40.533554,-3.431553,0.062,-0.004,0.0579999999999999,0.023,-1.584,-0.07,0.126,90.0,55.6,normal,D6
148,166.36,55.4,40.533596,-3.431719,-0.031,-0.065,-0.023,-0.003,-1.579,-0.0559999999999999,0.128,90.0,55.6,normal,D6
149,167.36,55.2,40.533623,-3.431894,-0.0579999999999999,0.026,-0.006,0.006,-1.585,-0.051,0.132,90.0,54.2,normal,D6
150,168.36,54.2,40.533657,-3.432068,-0.021,0.025,-0.004,0.008,-1.584,-0.051,0.135,90.0,54.2,normal,D6
151,169.4,54.3,40.533695,-3.4322410000000003,-0.006,-0.043,0.002,-0.015,-1.588,-0.047,0.13,90.0,52.7,normal,D6
152,170.4,52.7,40.533733000000005,-3.432415,-0.02,0.034,-0.004,-0.006,-1.589,-0.059,0.123,90.0,52.7,normal,D6
153,171.37,53.2,40.533756,-3.432584,-0.018,0.047,0.044,0.019,-1.586,-0.04,0.1159999999999999,90.0,53.6,normal,D6
154,172.38,53.6,40.533779,-3.432754,-0.026,0.023,-0.013,-0.005,-1.59,-0.057,0.113,90.0,53.6,normal,D6
155,173.37,54.1,40.533794,-3.432923,0.025,0.048,0.0139999999999999,0.015,-1.592,-0.047,0.113,90.0,53.6,normal,D6
156,174.36,54.5,40.53381,-3.4331160000000005,0.002,0.047,0.004,0.005,-1.592,-0.0409999999999999,0.1159999999999999,90.0,54.0,normal,D6
157,175.41,54.0,40.533813,-3.433295,-0.002,0.027,0.001,0.003,-1.5930000000000002,-0.035,0.119,90.0,54.0,normal,D6
158,176.36,54.3,40.533821,-3.433477,0.017,0.048,0.004,0.021,-1.586,-0.037,0.122,90.0,54.0,normal,D6
159,177.37,54.0,40.533825,-3.433653,-0.016,0.057,0.003,0.001,-1.597,-0.033,0.12,90.0,54.2,normal,D6
160,178.37,54.2,40.533829,-3.433831,0.018,0.0289999999999999,0.01,-0.002,-1.6,-0.033,0.1119999999999999,90.0,54.2,normal,D6
161,179.37,53.6,40.533833,-3.4340050000000004,-0.054,0.04,-0.006,-0.009,-1.601,-0.049,0.094,90.0,52.5,normal,D6
162,180.37,52.5,40.533840000000005,-3.434177,0.166,0.0069999999999999,0.002,0.003,-1.599,-0.034,0.088,90.0,52.5,normal,D6
163,181.36,53.4,40.533844,-3.434352,0.0289999999999999,-0.062,0.023,0.01,-1.59,-0.038,0.083,90.0,52.5,normal,D6
164,182.38,54.0,40.533848,-3.434533,-0.013,-0.04,0.001,-0.003,-1.598,-0.034,0.074,90.0,54.0,normal,D6
165,183.38,53.7,40.533844,-3.434711,-0.018,0.025,-0.0139999999999999,-0.0069999999999999,-1.599,-0.036,0.064,90.0,54.2,normal,D6
166,184.37,54.2,40.533848,-3.4348980000000005,0.01,0.038,0.01,-0.009,-1.591,-0.049,0.0559999999999999,90.0,54.2,normal,D6
167,185.37,53.7,40.533848,-3.43508,0.005,0.011,-0.012,-0.011,-1.594,-0.026,0.048,90.0,54.2,normal,D6
168,186.37,53.8,40.533852,-3.435254,-0.0579999999999999,0.019,-0.012,-0.0069999999999999,-1.597,-0.006,0.039,90.0,54.2,normal,D6
169,187.42,54.3,40.533848,-3.43543,-0.018,-0.0069999999999999,-0.027,-0.011,-1.594,-0.017,0.023,90.0,54.2,normal,D6
170,188.37,54.1,40.533844,-3.4356089999999995,0.026,-0.025,0.008,-0.003,-1.602,-0.025,0.01,90.0,54.2,normal,D6
171,189.38,54.1,40.533844,-3.435786,-0.009,-0.023,0.001,-0.012,-1.605,-0.0139999999999999,0.002,90.0,54.2,normal,D6
172,190.37,53.6,40.533844,-3.435964,-0.0139999999999999,-0.016,0.0,-0.009,-1.605,0.021,0.006,90.0,54.2,normal,D6
173,191.39,53.1,40.533844,-3.436145,-0.017,-0.015,-0.025,-0.005,-1.606,0.0069999999999999,-0.003,90.0,54.2,normal,D6
174,192.37,53.7,40.533840000000005,-3.436319,-0.032,-0.013,-0.006,-0.011,-1.605,0.004,-0.013,90.0,54.2,normal,D6
175,193.38,53.6,40.533836,-3.436496,-0.018,0.013,-0.001,-0.004,-1.604,0.023,-0.02,90.0,54.2,normal,D6
176,194.38,54.2,40.533833,-3.436675,0.02,0.006,0.012,0.0069999999999999,-1.607,0.027,-0.023,90.0,54.2,normal,D6
177,195.42,53.9,40.533829,-3.43685,0.025,0.025,-0.01,-0.006,-1.6030000000000002,0.01,-0.022,90.0,54.2,normal,D6
178,196.36,53.5,40.533825,-3.437027,0.021,-0.001,0.019,-0.008,-1.599,0.019,-0.03,90.0,54.6,normal,D6
179,197.39,54.6,40.533817,-3.437215,0.009,0.038,-0.003,0.004,-1.6,0.019,-0.039,90.0,54.6,normal,D6
180,198.39,54.6,40.533813,-3.4373910000000003,0.031,-0.006,0.025,0.013,-1.599,0.003,-0.045,90.0,54.6,normal,D6
181,199.36,54.6,40.53381,-3.437567,-0.01,0.002,0.0139999999999999,0.004,-1.6,0.011,-0.049,90.0,53.6,normal,D6
182,200.35,53.6,40.533806,-3.437739,0.038,0.016,0.01,-0.001,-1.602,-0.006,-0.05,90.0,53.6,normal,D6
183,201.35,54.1,40.533806,-3.437914,-0.042,0.048,0.004,0.0069999999999999,-1.601,0.01,-0.047,90.0,53.6,normal,D6
184,202.39,53.9,40.533802,-3.4381,-0.01,0.001,-0.009,-0.016,-1.604,0.015,-0.046,90.0,53.6,normal,D6
185,203.41,54.1,40.533802,-3.438273,0.01,0.022,0.022,0.019,-1.599,0.011,-0.05,90.0,53.6,normal,D6
186,204.39,54.9,40.533802,-3.438457,0.031,-0.034,0.006,-0.002,-1.598,0.006,-0.0559999999999999,90.0,56.3,normal,D6
187,205.35,54.9,40.533802,-3.438639,-0.024,0.016,0.006,0.005,-1.594,-0.0,-0.061,90.0,56.3,normal,D6
188,206.4,56.1,40.533791,-3.438831,0.032,0.017,0.021,0.0139999999999999,-1.597,0.02,-0.062,90.0,56.3,normal,D6
