,Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),Maximum allowed speed of current road (km/h),GPS speed (km/h) [same as in RAW GPS]],class,Driver
141,149.82,86.7,40.533871000000005,-3.434131,0.008,0.039,-0.019,0.0069999999999999,-1.616,0.01,0.39,90.0,87.4,normal,D1
142,150.85,87.3,40.533882,-3.434413,0.026,0.063,0.0139999999999999,0.01,-1.594,0.005,0.373,90.0,87.4,normal,D1
143,151.8,87.4,40.533886,-3.434711,0.0139999999999999,-0.017,0.01,0.0069999999999999,-1.5930000000000002,0.002,0.366,90.0,87.4,normal,D1
144,152.9,86.7,40.533882,-3.4352949999999995,-0.048,-0.071,0.019,0.017,-1.5930000000000002,-0.016,0.351,90.0,87.4,normal,D1
145,153.8,86.7,40.533882,-3.4352949999999995,-0.022,-0.006,0.008,0.011,-1.599,-0.008,0.342,90.0,86.7,normal,D1
146,154.81,87.7,40.533882,-3.435577,-0.021,0.006,0.01,0.009,-1.6130000000000002,-0.032,0.303,90.0,86.7,normal,D1
147,155.84,87.3,40.533882,-3.4358660000000003,-0.0279999999999999,-0.035,-0.017,-0.024,-1.612,-0.011,0.2789999999999999,90.0,87.3,normal,D1
148,156.81,88.0,40.533882,-3.436156,-0.02,0.023,-0.011,-0.009,-1.594,0.001,0.265,90.0,87.3,normal,D1
149,157.8,88.0,40.533882,-3.4364510000000004,0.012,-0.004,0.005,0.006,-1.614,0.003,0.25,90.0,88.0,normal,D1
150,158.86,87.9,40.533875,-3.436746,0.035,0.003,0.015,0.0139999999999999,-1.619,0.019,0.243,90.0,88.0,normal,D1
151,159.83,88.7,40.533878,-3.437028,-0.036,-0.013,-0.0139999999999999,-0.005,-1.622,0.017,0.235,90.0,88.7,normal,D1
152,160.84,90.1,40.533882,-3.437326,-0.033,-0.002,-0.004,-0.002,-1.617,0.02,0.228,90.0,88.7,normal,D1
153,161.8,90.3,40.533878,-3.437619,0.0139999999999999,0.0069999999999999,-0.047,-0.04,-1.609,0.002,0.217,90.0,88.7,normal,D1
154,162.8,90.3,40.533878,-3.437925,0.003,-0.015,-0.003,-0.003,-1.594,-0.002,0.207,90.0,88.7,normal,D1
155,163.8,89.2,40.533875,-3.4382230000000003,0.002,0.005,-0.02,-0.013,-1.598,0.0,0.198,90.0,88.7,normal,D1
156,164.83,89.7,40.533878,-3.4385260000000004,0.008,-0.015,-0.021,-0.01,-1.579,0.001,0.195,90.0,88.7,normal,D1
157,165.8,88.9,40.533882,-3.438824,-0.013,0.006,0.003,0.001,-1.579,0.0069999999999999,0.1939999999999999,90.0,88.7,normal,D1
158,166.81,88.8,40.533878,-3.439102,0.003,0.015,0.009,0.0,-1.584,-0.003,0.187,90.0,88.7,normal,D1
159,167.83,88.7,40.533875,-3.439385,0.036,0.009,-0.0139999999999999,-0.022,-1.5730000000000002,-0.021,0.177,90.0,88.7,normal,D1
160,168.8,87.1,40.533878,-3.43967,0.006,-0.021,0.008,0.006,-1.58,-0.011,0.174,90.0,88.7,normal,D1
161,169.83,87.6,40.533875,-3.4399610000000003,-0.0139999999999999,-0.046,-0.002,0.006,-1.5830000000000002,-0.023,0.173,90.0,88.7,normal,D1
162,170.8,88.5,40.533875,-3.440253,0.011,-0.016,-0.03,-0.016,-1.586,-0.005,0.175,90.0,88.7,normal,D1
163,171.81,88.4,40.533875,-3.4405360000000003,0.0069999999999999,0.0289999999999999,-0.017,-0.015,-1.5730000000000002,0.003,0.177,90.0,88.7,normal,D1
164,172.8,89.7,40.533867,-3.4408220000000003,-0.01,0.0139999999999999,-0.021,-0.023,-1.567,-0.011,0.166,90.0,88.7,normal,D1
165,173.8,89.7,40.533855,-3.4411080000000003,-0.012,-0.05,-0.026,-0.035,-1.5590000000000002,-0.001,0.162,90.0,88.7,normal,D1
166,174.81,88.5,40.533848,-3.4413940000000003,-0.01,-0.003,0.017,0.013,-1.55,0.02,0.17,90.0,88.7,normal,D1
167,175.81,88.5,40.533840000000005,-3.441677,-0.0139999999999999,0.042,0.011,0.004,-1.557,0.005,0.159,90.0,88.7,normal,D1
168,176.9,89.9,40.533836,-3.442246,-0.011,-0.0069999999999999,-0.017,-0.008,-1.569,-0.009,0.149,90.0,88.7,normal,D1
169,177.81,89.9,40.533836,-3.442246,0.0409999999999999,-0.038,-0.023,-0.03,-1.548,0.001,0.147,90.0,88.7,normal,D1
170,178.88,89.8,40.533836,-3.4425410000000003,-0.02,-0.005,-0.008,-0.005,-1.538,0.006,0.151,90.0,88.7,normal,D1
171,179.81,89.0,40.533844,-3.442821,-0.009,-0.04,-0.001,0.015,-1.5519999999999998,0.01,0.149,90.0,88.7,normal,D1
172,180.81,90.4,40.533852,-3.4431199999999995,-0.006,0.037,-0.031,-0.03,-1.539,-0.016,0.154,90.0,88.7,normal,D1
173,181.82,90.0,40.533852,-3.443424,0.003,0.015,-0.03,-0.022,-1.528,-0.021,0.151,90.0,99.1,normal,D1
174,182.81,88.9,40.533852,-3.443718,-0.024,0.005,0.005,0.0069999999999999,-1.529,0.031,0.1689999999999999,90.0,99.1,normal,D1
175,183.86,88.2,40.533848,-3.4440120000000003,0.013,0.037,0.005,0.003,-1.534,-0.0069999999999999,0.156,90.0,99.1,normal,D1
176,184.81,88.5,40.533848,-3.4443040000000003,-0.038,-0.02,-0.03,-0.018,-1.533,-0.009,0.149,90.0,99.1,normal,D1
177,185.82,88.6,40.533848,-3.444599,-0.057,-0.001,-0.02,-0.024,-1.526,-0.005,0.148,90.0,99.1,normal,D1
178,186.84,87.8,40.533848,-3.44489,-0.017,-0.036,0.001,0.001,-1.525,-0.006,0.151,90.0,99.1,normal,D1
179,187.82,87.4,40.533848,-3.44518,0.0139999999999999,0.0279999999999999,-0.022,-0.016,-1.521,-0.002,0.156,90.0,99.1,normal,D1
180,188.81,87.3,40.533852,-3.4454580000000004,-0.031,0.0069999999999999,0.009,0.015,-1.525,-0.0069999999999999,0.151,90.0,99.1,normal,D1
181,189.8,86.5,40.533848,-3.445729,-0.054,0.001,0.019,0.011,-1.536,-0.001,0.154,90.0,99.1,normal,D1
182,190.84,87.4,40.533848,-3.446019,0.004,0.003,0.017,0.012,-1.544,0.012,0.157,90.0,99.1,normal,D1
183,191.83,87.7,40.533848,-3.446305,-0.025,-0.025,-0.018,-0.015,-1.53,0.008,0.161,90.0,99.1,normal,D1
184,192.81,88.3,40.533848,-3.446597,-0.037,0.025,-0.003,-0.0069999999999999,-1.531,0.015,0.163,90.0,99.1,normal,D1
185,193.88,87.5,40.533844,-3.447188,-0.009,0.004,0.001,-0.004,-1.518,0.0069999999999999,0.161,90.0,99.1,normal,D1
186,194.84,87.5,40.533844,-3.447188,-0.03,-0.044,0.022,0.0139999999999999,-1.528,0.004,0.162,90.0,99.1,normal,D1
187,195.91,87.6,40.533836,-3.447768,-0.0579999999999999,-0.053,0.0069999999999999,0.004,-1.526,0.006,0.168,90.0,99.1,normal,D1
188,196.83,87.6,40.533836,-3.447768,-0.0139999999999999,0.06,0.039,0.013,-1.545,0.008,0.174,90.0,99.1,normal,D1
